코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,과거 PCR,낮은순서(값>0)  (비중 5),발표 PSR,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),발표 POR,낮은순서(값>0)  (비중 5),거래대금 증가율(20일대비),높은순서  (비중 30)
A005930,삼성전자,반도체 관련장비 및 부품,종합 반도체,57.42,406,7.14,205,1.95,459,1.81,379,16.94,376,12.34,276,-37.48,465
A068240,다원시스,기계,전력기자재,57.38,407,-128.71,707,2.3,506,2.78,524,43.87,575,40.18,551,-11.42,271
A246710,티앤알바이오팹,제약 및 바이오,바이오,57.28,408,-37.69,707,48.43,834,7.54,800,-42.5,709,-56.64,722,33.21,121
A001390,KG케미칼,화학,비료 및 농약,57.26,409,0.89,5,0.11,8,1,201,2.48,17,1.5,3,-60.6,711
A059090,미코,반도체 관련장비 및 부품,반도체 부품,57.23,410,8.75,255,1.5,398,3.63,633,14.26,327,8.98,177,-35.9,452
A361610,SK아이이테크놀로지,IT 장비 및 소재,2차전지,57.22,411,0,707,0,872,8.73,815,0,709,0,722,36.42,113
A086390,유니테스트,반도체 관련장비 및 부품,반도체장비,57.05,412,472.2,698,3.36,583,2.81,528,-221.41,709,81.02,639,-4.04,227
A018120,진로발효,식음료,음료,56.82,413,19.98,469,2.41,518,3.04,561,21.6,437,15.78,365,-26.57,365
A005810,풍산홀딩스,지주사,지주사,56.73,414,-47.2,707,0.89,251,0.41,27,6.02,100,12.85,289,-43.41,529
A042420,네오위즈홀딩스,지주사,지주사,56.71,415,3.91,83,0.92,259,0.69,113,2.51,18,4.69,51,-56.46,671
A192440,슈피겐코리아,IT 장비 및 소재,스마트폰 부품,56.67,416,4.68,110,0.84,239,1,201,5.18,74,4.46,47,-54.47,647
A005610,SPC삼립,식음료,식료품,56.63,417,5.28,134,0.29,58,2.53,492,30.77,526,14.02,323,-41.17,504
A072020,중앙백신,제약 및 바이오,동물용의약품,56.57,418,22.38,492,5.1,668,2.15,433,28.98,513,45.29,566,-20.13,315
A109080,옵티시스,통신,통신장비,56.56,419,43.82,597,4.32,638,2.21,443,23.41,465,51.88,578,-19.06,307
A317530,캐리소프트,IT서비스,인터넷서비스,56.55,420,-227.74,707,23.02,810,10.89,836,-88.09,709,-54.88,722,29.37,130
A110790,크리스에프앤씨,섬유 및 의류,의류,56.4,421,5.41,142,1.22,331,1.59,335,12.44,281,6.42,99,-46.37,565
A001230,동국제강,철강 및 비철강,제강,56.3,422,4.89,116,0.4,103,1.05,219,21.46,434,6.18,91,-50.65,604
A001430,세아베스틸,철강 및 비철강,제강,56.18,423,3.27,65,0.43,117,0.68,108,8.05,157,48.35,575,-49.49,596
A026960,동서,지주사,지주사,56.07,424,34.83,561,6.09,695,2.27,453,21.84,445,68.63,624,-18.7,305
A016580,환인제약,제약 및 바이오,제약,56.01,425,18.64,449,2.34,514,1.36,288,10.29,221,12.29,273,-38.74,478
A042670,두산인프라코어,기계,중장비 및 관련품,56.01,425,2.44,39,0.4,103,1.3,278,6.62,115,4.38,46,-56.53,672
A145020,휴젤,의료기기 및 용품,의료용품,55.98,427,33.91,557,12.59,772,3.87,655,39.47,561,30.89,517,-9.82,259
A025560,미래산업,반도체 관련장비 및 부품,반도체장비,55.97,428,-17.01,707,1.51,401,1.07,224,10.08,212,21.36,445,-34.18,438
A213420,덕산네오룩스,디스플레이 장비 및 부품,디스플레이 부품,55.9,429,31.96,547,7.22,713,5.46,742,22.84,455,25,480,-13.51,281
A138580,비즈니스온,IT서비스,소프트웨어,55.83,430,66.75,636,9.99,744,3.76,641,25.6,487,37.16,544,-10.54,263
A050960,수산아이앤티,IT서비스,시스템서비스,55.76,431,67.5,637,9.34,742,2.66,511,114.03,657,68.71,625,-7.26,244
A008250,이건산업,건설 및 건축자재,목재,55.71,432,6.01,167,0.61,173,0.87,170,6.05,102,14.24,327,-52,617
A005800,신영와코루,섬유 및 의류,의류,55.68,433,12.86,354,0.62,178,0.36,16,19.56,414,188.33,693,-40.8,498
A253840,수젠텍,의료기기 및 용품,진단기기,55.64,434,15.05,398,5.69,683,4.3,677,13.06,305,9.82,196,-29.55,398
A247660,나노씨엠에스,화학,종합 화학,55.63,435,48.3,609,15.51,790,2.34,464,-8.17,709,159,684,-5.48,232
A060250,NHN한국사이버결제,IT서비스,전자결제,55.61,436,12.26,346,2.01,464,8.06,807,42.38,572,31.87,523,-21.37,323
A005070,코스모신소재,IT 장비 및 소재,2차전지,55.55,437,87.62,654,3.19,575,4.19,673,30.97,529,45.92,568,-12.92,276
A326030,SK바이오팜,제약 및 바이오,바이오,55.53,438,-51.27,707,57.49,837,18.35,864,18.06,393,-94.61,722,9.29,189
A096240,청담러닝,일반서비스,교육,55.51,439,5.66,153,1.37,370,3.14,577,11.94,269,11.68,254,-41.21,506
A048410,현대바이오,제약 및 바이오,바이오,55.45,440,130.86,668,130.49,850,26.3,875,-166.75,709,-203.64,722,24.64,140
A180640,한진칼,지주사,지주사,55.39,441,-54.49,707,17.04,795,3.41,609,-17.61,709,-19.54,722,9.62,188
A018260,삼성에스디에스,IT서비스,시스템서비스,55.38,442,13.86,377,1.25,344,2.17,434,23.25,462,15.81,366,-35.43,448
A277810,레인보우로보틱스,기계,기계,55.31,443,-221.64,707,119.34,848,10.36,833,-15.21,709,-203.59,722,23.11,143
A011390,부산산업,건설 및 건축자재,시멘트 및 레미콘,55.29,444,20,470,1.43,383,2.9,542,159.6,678,34.98,536,-24.78,345
A003670,포스코케미칼,철강 및 비철강,광물,55.03,445,165.48,675,6.92,707,4.97,718,71.22,631,145.24,682,-0.4,215
A078070,유비쿼스홀딩스,지주사,지주사,54.99,446,36.88,573,3.07,568,1.87,389,22.97,458,15.61,360,-29.01,393
A013580,계룡건설,건설 및 건축자재,중견건설사,54.95,447,1.17,10,0.15,17,0.57,74,4,43,1.77,6,-64.94,760
A058650,세아홀딩스,지주사,지주사,54.94,448,1.11,9,0.09,3,0.22,1,7.08,127,10.17,203,-61.54,728
A006260,LS,전기 및 전자기기,케이블,54.86,449,3.56,75,0.21,28,0.7,116,11.8,267,5.02,56,-58.96,696
A064290,인텍플러스,반도체 관련장비 및 부품,반도체장비,54.82,450,-68.18,707,4.77,656,9.08,819,28.78,511,34.61,535,-7.93,249
A267260,현대일렉트릭,기계,기계,54.82,450,4.03,89,0.44,120,1.13,240,12.66,288,9.17,181,-53.52,634
A031430,신세계인터내셔날,섬유 및 의류,의류,54.75,452,12.68,350,1.18,325,2.42,473,16.92,374,36.78,542,-34.79,444
A236200,슈프리마,전기 및 전자기기,보안장비,54.66,453,11.77,331,3.4,587,1.32,284,8.64,178,19.01,416,-40.03,490
A191420,테고사이언스,제약 및 바이오,바이오,54.6,454,135.92,669,25.85,816,4.52,691,-93.89,709,439.4,711,7.48,191
A104830,원익머트리얼즈,반도체 관련장비 및 부품,반도체 부품,54.55,455,6.46,183,1.56,409,1.26,271,9.71,199,9.59,192,-47.64,582
A029530,신도리코,전기 및 전자기기,전자기기,54.52,456,17.7,434,1.08,298,0.41,27,8.42,167,272.92,703,-42.81,520
A012790,신일제약,제약 및 바이오,제약,54.43,457,15.87,415,2.91,553,1.61,343,44.88,578,31.4,522,-28.79,391
A290720,푸드나무,식음료,식료품,54.38,458,23.66,503,1.34,366,3.19,581,151.82,676,28.67,500,-25.9,356
A017890,한국알콜,화학,기타 화학,54.32,459,6.19,172,0.81,234,0.81,146,5.06,69,5.28,60,-57.06,681
A028050,삼성엔지니어링,건설 및 건축자재,대형건설사,54.31,460,6.82,193,0.63,184,2.43,477,9.7,198,11.32,242,-47.46,579
A195870,해성디에스,반도체 관련장비 및 부품,반도체 부품,54.21,461,19.6,463,1.21,329,2.53,492,15.86,361,13.61,312,-37.65,470
A297890,엘이티,반도체 관련장비 및 부품,반도체 부품,54.17,462,-14.23,707,6.25,698,3.32,595,-19.38,709,-40.08,722,-3.82,225
A004960,한신공영,건설 및 건축자재,중견건설사,54.15,463,2.86,54,0.2,27,0.46,41,5.96,97,2.79,16,-64.73,758
A317330,덕산테코피아,반도체 관련장비 및 부품,반도체 부품,54.03,464,35.83,564,4.4,644,2.32,461,17.04,380,22.78,465,-27.67,380
A009140,경인전자,전기 및 전자기기,전기장비,53.89,465,-15.3,707,2.15,485,0.92,188,15.51,351,28.17,495,-33.42,430
A241560,두산밥캣,기계,기계,53.76,466,6.18,170,1.12,308,1.17,252,10.8,238,10.43,214,-50.71,606
A001450,현대해상,금융,손해보험,53.66,467,3.03,58,0.15,17,0.49,46,4.18,44,6.17,90,-65.1,762
A082920,비츠로셀,유틸리티,스마트그리드,53.6,468,11.4,321,3.09,569,2.07,426,15.52,352,19.91,429,-36.46,456
A178320,서진시스템,통신,통신장비,53.46,469,-22.31,707,2.07,472,2.85,532,42.6,573,91.56,654,-20.57,318
A246960,이노테라피,의료기기 및 용품,의료용품,53.42,470,-22.45,707,115.67,847,6.03,760,-14.96,709,-18.26,722,10.32,184
A004650,창해에탄올,식음료,음료,53.4,471,6.78,191,1.23,339,1.02,209,8.67,180,7.15,122,-53.57,635
A039570,HDC아이콘트롤스,건설 및 건축자재,홈네트워크,53.4,471,18.23,443,0.99,279,1.47,312,15.01,337,15.3,354,-43.01,521
A006400,삼성SDI,IT 장비 및 소재,2차전지,53.25,473,23.53,502,3.7,607,3.32,595,81.85,641,58.55,600,-20.87,320
A161890,한국콜마,가정용품,화장품,53.17,474,13.18,358,1,280,2.2,439,28.11,505,11.32,242,-41.32,508
A226330,신테카바이오,제약 및 바이오,바이오,53.14,475,-50.63,707,376.6,861,4.71,700,-25.19,709,-24.78,722,6.44,196
A950190,미투젠,미디어 및 엔터,게임,53.09,476,8.49,245,3.81,612,2.89,539,8.04,156,9.21,183,-43.25,524
A038290,마크로젠,의료기기 및 용품,진단기기,53.08,477,12.16,342,2.84,549,1.75,365,-28.47,709,29.35,503,-29.83,402
A041920,메디아나,의료기기 및 용품,의료기기,53.05,478,10.18,296,1.89,454,1.82,380,12.78,293,8.8,172,-44.84,548
A200670,휴메딕스,제약 및 바이오,제약,52.97,479,14.9,395,3.49,594,3.19,581,30.26,521,20.32,435,-29.1,394
A010130,고려아연,철강 및 비철강,아연,52.94,480,13.39,367,1.03,286,1.19,255,9.85,203,8.57,164,-50.57,603
A002270,롯데푸드,식음료,식료품,52.92,481,4.83,114,0.3,64,0.68,108,18.2,395,11.46,248,-55.55,661
A031390,녹십자셀,제약 및 바이오,바이오,52.64,482,39.47,585,11.98,769,4.93,715,-416.96,709,1309.25,720,-5.84,237
A321550,티움바이오,제약 및 바이오,바이오,52.62,483,-41.93,707,463.8,863,5.85,751,-32.04,709,-31.34,722,6.47,195
A297090,씨에스베어링,기계,기계,52.49,484,95.23,659,2.58,533,5.08,725,71.99,633,33.95,530,-19.35,309
A000640,동아쏘시오홀딩스,지주사,지주사,52.48,485,8.43,242,0.97,273,0.87,170,242.25,693,16.3,377,-43.42,530
A215200,메가스터디교육,일반서비스,교육,52.44,486,5.37,141,1.43,383,2.86,534,16.14,364,16.63,384,-43.15,522
A006390,한일현대시멘트,건설 및 건축자재,시멘트 및 레미콘,52.44,486,12.08,340,2.16,489,3.02,560,2350,707,11.79,256,-33.49,431
A199820,제일전기공업,전기 및 전자기기,케이블,52.4,488,52.75,620,3.31,580,2.34,464,16.89,373,23.36,469,-30.76,406
A121600,나노신소재,디스플레이 장비 및 부품,디스플레이 부품,52.3,489,84.04,649,5.85,687,3.26,590,33.55,539,138.82,680,-17.46,301
A005820,원림,종이 및 용기,용기 및 포장재,52.08,490,9.48,276,0.86,247,0.58,77,66.78,626,9.67,193,-48.97,592
A267250,현대중공업지주,지주사,지주사,52.08,490,5.13,126,0.3,64,0.83,151,9.48,192,13.53,310,-58.13,688
A097520,엠씨넥스,IT 장비 및 소재,카메라모듈,52.07,492,8.15,234,0.71,210,3.27,591,18.7,401,19.25,422,-42.78,519
A000480,조선내화,철강 및 비철강,광물,52.07,492,4.93,118,0.53,145,0.59,80,39.96,564,15.23,351,-52.15,619
A036830,솔브레인홀딩스,반도체 관련장비 및 부품,반도체 부품,52.05,494,19.53,459,2.92,554,0.74,125,10.94,242,29.37,504,-42.36,515
A051600,한전KPS,유틸리티,전력,52.01,495,25.16,514,1.43,383,1.87,389,11.13,246,11.91,260,-43.52,531
A034950,한국기업평가,일반서비스,신용정보,51.84,496,13.74,376,4.12,633,4.68,699,20.11,423,12,264,-33.64,433
A000660,SK하이닉스,반도체 관련장비 및 부품,종합 반도체,51.77,497,7.02,199,2.79,547,1.77,372,23.34,463,16.71,388,-41.19,505
A141080,레고켐바이오,제약 및 바이오,바이오,51.73,498,-79.36,707,24.66,814,12.25,845,-22.53,709,-29.7,722,4.01,201
A065620,제낙스,철강 및 비철강,스테인리스,51.72,499,49.67,610,39.5,826,16.12,859,-54.71,709,-31.6,722,0,213
A103140,풍산,철강 및 비철강,구리,51.66,500,14.58,391,0.4,103,0.74,125,6.04,101,5.93,83,-59.74,701
A230360,에코마케팅,미디어 및 엔터,광고,51.62,501,14.43,387,4.19,634,5.38,739,26.43,496,13.69,315,-30.77,407
A308170,센트랄모텍,자동차 및 관련부품,기타 자동차부품,51.61,502,14.82,394,0.7,207,2.2,439,22.23,448,30.36,514,-40.91,502
A007160,사조산업,식음료,식료품,51.57,503,4.2,95,0.53,145,0.8,139,7.69,146,10.46,215,-60.76,713
A115180,큐리언트,제약 및 바이오,바이오,51.49,504,-12.59,707,0,872,5.32,737,-11.15,709,-11.6,722,0,213
A290670,대보마그네틱,IT 장비 및 소재,2차전지,51.47,505,99.52,661,13.75,776,4.8,704,120.71,664,-244.8,722,-8.21,250
A000590,CS홀딩스,지주사,지주사,51.43,506,4.51,106,0.62,178,0.34,13,6.61,113,5.39,66,-64.92,759
A025540,한국단자,자동차 및 관련부품,전장부품,51.35,507,9.22,265,1.13,311,1.2,257,8.46,168,10.31,209,-53.73,638
A011780,금호석유,화학,합성고무,51.32,508,6.39,179,1.22,331,1.87,389,3.48,29,5.43,68,-56.59,674
A005290,동진쎄미켐,디스플레이 장비 및 부품,디스플레이 부품,51.2,509,14.12,382,1.53,406,3.2,584,15.08,339,11.94,262,-42.04,513
A067900,와이엔텍,일반서비스,환경서비스,50.92,510,8.53,247,2.68,544,1.75,365,12.45,282,8.98,177,-47.2,577
A175250,아이큐어,제약 및 바이오,제약,50.87,511,-24.34,707,4.55,648,3.63,633,-21.85,709,-19.02,722,-13.21,277
A306200,세아제강,철강 및 비철강,제강,50.86,512,5.05,119,0.27,50,0.53,58,5.99,99,6.63,106,-66.2,775
A179900,유티아이,IT 장비 및 소재,카메라모듈,50.59,513,47.95,608,4.66,653,4.42,685,21275,708,510.6,713,-15.12,290
A230240,에치에프알,통신,통신장비,50.38,514,162.65,674,2.95,558,4.23,675,-11.56,709,-10.84,722,-16.93,298
A115390,락앤락,종이 및 용기,용기 및 포장재,50.37,515,14.44,388,1.45,389,1.14,243,53.85,607,22.01,458,-41.23,507
A148150,세경하이테크,IT 장비 및 소재,스마트폰 부품,50.35,516,13.94,379,1.2,328,1.88,392,197.12,686,-129.47,722,-34.1,437
A001550,조비,화학,비료 및 농약,50.34,517,28.46,530,1.67,421,2.37,468,21.62,438,31.95,525,-36.76,458
A084990,헬릭스미스,제약 및 바이오,바이오,50.34,517,-30.1,707,350.56,860,5.05,722,-222.96,709,-19.15,722,-5.81,235
A079370,제우스,반도체 관련장비 및 부품,반도체장비,50.15,519,6.96,198,0.65,189,1.07,224,544.13,701,9.3,187,-50.81,608
A082270,젬백스,제약 및 바이오,바이오,50.14,520,177.23,678,13.39,774,6.02,759,312.21,696,315.44,705,-9.34,256
A001940,KISCO홀딩스,지주사,지주사,50.13,521,3.38,71,0.34,77,0.43,34,8.51,171,4.65,50,-68.17,791
A018250,애경산업,가정용품,개인용품,50.08,522,17.08,429,1.35,368,2.26,450,23.45,467,43.31,559,-38.9,480
A217330,싸이토젠,제약 및 바이오,바이오,50.05,523,-69.34,707,405.43,862,16.4,860,-49.24,709,-41.13,722,-0.41,216
A012510,더존비즈온,IT서비스,소프트웨어,50.04,524,26.5,521,8.06,722,6.48,775,62.42,621,32.17,526,-23.36,332
A281820,케이씨텍,반도체 관련장비 및 부품,반도체장비,50,525,7.74,220,1.72,432,1.63,350,15.39,347,10.26,206,-50.2,601
A092190,서울바이오시스,전기 및 전자기기,LED,49.96,526,17.95,438,1.33,365,3.42,610,18.32,396,16.65,385,-40.4,495
A256940,케이피에스,디스플레이 장비 및 부품,디스플레이 부품,49.93,527,217.26,686,27.72,818,6.44,774,-48.48,709,-164.84,722,-6.77,243
A218410,RFHIC,통신,통신장비,49.85,528,-46.68,707,14.59,784,5.21,734,-800.46,709,-221.4,722,-8.91,253
A025870,신라에스지,식음료,식료품,49.83,529,34.67,558,1.21,329,5.06,723,72.09,634,106.29,664,-27.36,378
A015360,예스코홀딩스,지주사,지주사,49.75,530,1.55,18,0.21,28,0.49,46,2.68,19,18.48,404,-66.39,778
A284740,쿠쿠홈시스,가정용품,가전제품,49.7,531,15.26,402,1.25,344,2,415,6.61,113,6.24,92,-53.62,637
A006360,GS건설,건설 및 건축자재,대형건설사,49.58,532,4.21,96,0.38,95,0.84,159,5.94,96,4.85,55,-67.18,783
A019440,세아특수강,철강 및 비철강,선재(와이어),49.56,533,3.06,61,0.21,28,0.48,43,10.05,211,31.09,520,-61.21,723
A140910,에이리츠,일반서비스,부동산,49.51,534,1.01,8,1.7,424,1.61,343,3.43,28,12.43,280,-58.07,687
A008490,서흥,제약 및 바이오,제약,49.47,535,11.05,312,1.14,316,1.86,387,9.21,190,8.33,158,-54.06,641
A005380,현대차,자동차 및 관련부품,완성차,49.45,536,-42.37,707,0.48,130,0.72,121,9.58,195,15.95,368,-51.53,615
A143160,아이디스,전기 및 전자기기,보안장비,49.45,536,11.52,325,1.98,460,1.84,383,18.76,403,23.71,472,-43.37,528
A002960,한국쉘석유,석유 및 가스,윤활유,49.36,538,9.87,289,1.8,443,4.15,669,10.54,229,10.96,229,-46.16,560
A047810,한국항공우주,기계,우주항공,49.3,539,3.84,80,1.27,350,2.78,524,63.39,622,40.4,552,-42.39,516
A111770,영원무역,섬유 및 의류,의류,49.04,540,5.33,139,0.8,231,1.06,222,10.18,215,7.09,115,-61.15,721
A016380,KG동부제철,철강 및 비철강,강판,48.98,541,11.38,319,0.84,239,2.03,419,17.92,391,15.39,357,-48.6,588
A000100,유한양행,제약 및 바이오,제약,48.96,542,36.26,566,2.7,545,2.46,483,55.26,612,46.91,571,-31.39,413
A221610,자안바이오,IT 장비 및 소재,스마트폰 부품,48.89,543,-5.73,707,4.84,659,1.4,299,-4.58,709,-7.53,722,-26.31,361
A093050,LF,섬유 및 의류,의류,48.81,544,1.57,20,0.36,86,0.49,46,17.06,381,6.51,104,-65.99,772
A007570,일양약품,제약 및 바이오,제약,48.75,545,11.5,324,2.01,464,3.45,615,444.94,699,20.05,430,-36.47,457
A045520,크린앤사이언스,자동차 및 관련부품,기타 자동차부품,48.75,545,7.11,204,1.03,286,2.9,542,29.38,515,10.41,211,-48.52,586
A214450,파마리서치,제약 및 바이오,바이오,48.57,547,21.45,479,7.69,717,3.59,628,19.23,409,22.87,466,-33.59,432
A083450,GST,반도체 관련장비 및 부품,반도체장비,48.5,548,21.75,484,1.29,358,2.05,421,6.53,111,11.35,245,-51.48,613
A041830,인바디,의료기기 및 용품,의료기기,48.4,549,13.39,367,3.57,599,2.53,492,9.98,206,16.84,390,-44.58,542
A241590,화승엔터프라이즈,섬유 및 의류,신발,48.29,550,17.75,435,0.94,262,2.01,417,60.72,619,19.24,421,-43.36,527
A200710,에이디테크놀로지,반도체 관련장비 및 부품,반도체 설계,48.25,551,-185.78,707,1.03,286,2.1,430,15.28,345,21.92,456,-42.39,516
A058430,포스코강판,철강 및 비철강,강판,48.16,552,3.52,74,0.39,100,1.57,332,8.64,178,12.97,294,-61.29,725
A143240,사람인에이치알,IT서비스,인터넷서비스,48.14,553,19.53,459,4.63,651,3.68,637,16.87,372,17.69,397,-37.64,469
A060150,인선이엔티,일반서비스,환경서비스,48.05,554,11.95,335,2.84,549,1.88,392,23.13,461,13.01,295,-45.47,551
A237880,클리오,가정용품,화장품,47.92,555,37.1,575,2.31,507,3.11,571,53.8,606,100.38,661,-30.41,405
A196170,알테오젠,제약 및 바이오,바이오,47.91,556,6871.1,705,73.72,840,14.55,854,977.63,706,-1212.26,722,-8.96,254
A186230,그린플러스,철강 및 비철강,광물,47.84,557,30.15,542,2.27,500,4.5,688,22.71,453,23.88,474,-35.59,450
A108490,로보티즈,기계,산업용 로봇,47.83,558,-156.71,707,9.97,743,2.65,509,-71.23,709,-66.48,722,-22.2,328
A036570,엔씨소프트,미디어 및 엔터,게임,47.69,559,33.34,554,8.57,728,6.2,766,58.23,615,29.43,506,-26.74,367
A086820,바이오솔루션,제약 및 바이오,바이오,47.56,560,-262.39,707,28.86,820,5.14,727,-1108.8,709,-85.54,722,-13.72,283
A012450,한화에어로스페이스,기계,방위산업,47.55,561,5.31,136,0.44,120,0.91,184,6.87,119,7.96,145,-66.81,780
A039840,디오,의료기기 및 용품,의료기기,47.42,562,27.56,525,5.08,666,3.9,658,15.4,348,18.9,414,-37.1,464
A299910,베스파,미디어 및 엔터,게임,47.4,563,-7.04,707,3.18,573,9.15,820,-5.15,709,-5.25,722,-19.65,311
A000050,경방,섬유 및 의류,섬유,47.38,564,36.07,565,1.24,342,0.56,65,15.28,345,13.07,296,-53.28,631
A108670,LG하우시스,건설 및 건축자재,창호,47.33,565,1.91,27,0.28,52,0.99,199,6.43,108,11.02,230,-68.9,798
A357780,솔브레인,반도체 관련장비 및 부품,반도체 부품,46.9,566,15.62,408,3.6,601,4.88,710,15.42,350,16.51,380,-40.82,499
A214180,민앤지,IT서비스,보안서비스,46.84,567,5.84,162,1.28,354,1.86,387,10.96,243,7.7,138,-58.9,694
A084730,팅크웨어,자동차 및 관련부품,전장부품,46.8,568,8.55,248,0.79,227,1.03,213,27.7,502,11.91,260,-55.96,667
A034020,두산중공업,기계,전력기자재,46.8,568,12.12,341,0.65,189,3.01,556,23.67,473,21.18,443,-47.03,575
A122990,와이솔,IT 장비 및 소재,스마트폰 부품,46.74,570,6.79,192,1.02,284,1.05,219,12.78,293,18.87,413,-56.7,676
A016710,대성홀딩스,지주사,지주사,46.72,571,6.95,197,0.67,199,1.25,267,9.83,202,18.18,400,-59.08,699
A008870,금비,종이 및 용기,용기 및 포장재,46.51,572,3.42,72,0.4,103,0.83,151,10.22,219,8.46,163,-68.56,795
A045660,에이텍,가정용품,가전제품,46.45,573,60.5,630,3.48,591,3.54,623,29.97,517,57.42,597,-32.71,421
A010780,아이에스동서,건설 및 건축자재,중견건설사,46.45,573,-11.29,707,1.41,379,1.58,334,38.24,556,8.25,154,-46.14,559
A016590,신대양제지,종이 및 용기,종이,46.35,575,5.34,140,0.6,170,0.77,132,4.87,63,5.76,74,-72.54,819
A055490,테이팩스,화학,기타 화학,46.32,576,22.14,491,1.98,460,2.12,431,13.86,317,15.45,359,-46.97,573
A001530,DI동일,섬유 및 의류,섬유,46.28,577,10.34,298,0.65,189,0.9,181,12.22,277,13.81,318,-60.47,706
A005850,에스엘,자동차 및 관련부품,기타 자동차부품,46.28,577,7.56,216,0.62,178,1.11,234,7.56,144,13.58,311,-62.21,736
A114090,GKL,레저산업,카지노,46.26,579,-5.89,707,14.12,780,2.46,483,-7.37,709,-6.8,722,-25.3,350
A003090,대웅,제약 및 바이오,제약,46.22,580,18.62,447,1.61,415,3.35,601,175.02,680,18.81,410,-40.07,492
A007860,서연,지주사,지주사,46.21,581,2.82,52,0.21,28,1.1,231,90.4,647,5.73,72,-63.79,746
A011500,한농화성,화학,계면활성제,46.18,582,12.35,347,1.05,290,1.72,363,16.15,365,15.96,369,-53.23,629
A330860,네패스아크,반도체 관련장비 및 부품,종합 반도체,46.14,583,26.23,519,13.17,773,3.2,584,23.05,459,85.19,645,-32.99,422
A216080,제테마,의료기기 및 용품,의료기기,46.12,584,122.41,666,27.75,819,16.03,858,127.02,667,-363.68,722,-16.33,297
A030190,NICE평가정보,IT서비스,전자결제,46,585,21.19,477,3.18,573,5.61,746,24.56,478,21.57,449,-37.5,467
A306040,에스제이그룹,섬유 및 의류,의류,45.81,586,19.29,456,2.46,521,3.3,593,12.86,295,13.43,305,-46.2,562
A005010,휴스틸,철강 및 비철강,강관,45.65,587,11.57,326,0.31,69,0.26,4,12.06,273,5.74,73,-69.18,802
A089030,테크윙,반도체 관련장비 및 부품,반도체장비,45.6,588,16.16,420,2.48,525,2.69,512,-56.95,709,17.46,395,-40.9,500
A009150,삼성전기,IT 장비 및 소재,스마트폰 부품,45.6,588,7.81,222,1.57,411,2.2,439,14.17,323,13.3,302,-54.4,644
A126700,하이비젼시스템,IT 장비 및 소재,카메라모듈,45.55,590,-458.06,707,1.28,354,1.65,354,28.88,512,19.06,417,-44.11,537
A194700,노바렉스,제약 및 바이오,바이오,45.51,591,25.04,513,1.71,428,3.33,598,13.04,303,13.64,313,-46.73,569
A090460,비에이치,IT 장비 및 소재,PCB,45.5,592,-61.75,707,0.85,244,2.05,421,-16.32,709,39.24,549,-40.03,490
A017800,현대엘리베이,기계,기계,45.46,593,13.41,370,1.22,331,2.28,455,39.47,561,14.92,347,-48.42,585
A001130,대한제분,식음료,식료품,45.29,594,4.02,87,0.3,64,0.38,20,9.19,188,14.48,334,-71.27,816
A003650,미창석유,석유 및 가스,윤활유,45.28,595,6.73,190,0.52,141,0.54,61,5.93,95,7.54,135,-73.45,828
A181340,이즈미디어,IT 장비 및 소재,스마트폰 부품,45.14,596,-24.2,707,9.32,741,12.35,846,-43.99,709,-18,722,-19.84,313
A092040,아미코젠,제약 및 바이오,바이오,44.99,597,39.99,586,5.85,687,4.59,697,-96.23,709,165.16,688,-27.23,375
A004980,성신양회,건설 및 건축자재,시멘트 및 레미콘,44.96,598,5.45,144,0.39,100,0.8,139,-8.69,709,7.16,123,-62.15,734
A259630,엠플러스,IT 장비 및 소재,2차전지,44.81,599,14.2,384,0.95,267,2.88,537,23.06,460,16.01,373,-50.52,602
A028300,에이치엘비,제약 및 바이오,바이오,44.8,600,-60.11,707,68.83,839,7.47,797,-48.33,709,-48.22,722,-19.5,310
A013030,하이록코리아,기계,피팅 및 밸브,44.79,601,11.58,327,1.8,443,0.75,128,13.85,315,15.99,372,-56.69,675
A001060,JW중외제약,제약 및 바이오,제약,44.72,602,14.55,390,1.12,308,3.07,563,38.93,558,73.87,630,-43.55,532
A264900,크라운제과,식음료,식료품,44.7,603,6.86,194,0.46,126,1.12,237,6.39,106,8.19,150,-69.64,805
A084850,아이티엠반도체,IT 장비 및 소재,2차전지,44.63,604,38.56,581,2.98,563,4.12,667,225.14,689,87.39,647,-32.32,417
A353200,대덕전자,IT 장비 및 소재,PCB,44.61,605,13.26,360,0.91,254,1.21,260,14.14,322,41.14,555,-54.58,650
A236810,엔비티,미디어 및 엔터,광고,44.61,605,106.98,664,4.02,628,5.47,744,-37.78,709,231.56,698,-26.85,368
A216050,인크로스,미디어 및 엔터,광고,44.59,607,38.25,579,10.17,747,5.91,752,34.77,543,25.78,488,-33.13,424
A007310,오뚜기,식음료,식료품,44.49,608,27.43,524,0.77,223,1.42,304,13.01,301,10.49,218,-57.58,682
A095610,테스,반도체 관련장비 및 부품,반도체장비,44.43,609,21.46,480,1.78,442,2.37,468,5.46,80,11.34,244,-55.41,659
A123860,아나패스,디스플레이 장비 및 부품,디스플레이 부품,44.42,610,56.5,625,3.64,604,14.94,855,-51.64,709,-22.59,722,-26.18,359
