코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,시가총액 (억),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),발표 분기 PSR,낮은순서(값>0)  (비중 5),발표 분기 PEG,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),발표 분기 POR,낮은순서(값>0)  (비중 5),거래대금 증가율(5일대비),높은순서  (비중 15),거래대금 증가율(20일대비),높은순서  (비중 15),
A029780,삼성카드,금융,기타 금융,49.38,1259,39682,73,-1.86,1482,1.46,890,0.31,876,0.56,96,7.17,230,5.35,133,-47.21,1713,-63.25,1693,
A347000,센코,전기 및 전자기기,전자기기,49.38,1260,1592,1129,-286.96,1482,7.68,1716,0.78,1091,5.04,1730,122.46,1306,199,1291,11.08,590,-16.57,828,
A008110,대동전자,IT 장비 및 소재,IT 소재 및 부품,49.36,1261,818,1707,15.56,780,1.77,1020,0.06,373,0.52,75,10.03,369,62.73,1135,-37.23,1553,-44.08,1295,
A004890,동일산업,철강 및 비철강,봉형강,49.29,1262,2498,799,14.21,722,0.61,380,0.01,1,0.69,182,8.33,275,10.72,433,-76.63,1971,-68.03,1772,
A059120,아진엑스텍,기계,산업용 로봇,49.25,1263,1082,1477,23.25,981,2.8,1293,0.07,416,2.59,1274,17.42,701,14.73,588,-70.96,1941,8.55,493,
A154040,솔루에타,IT 장비 및 소재,스마트폰 부품,49.23,1264,569,1890,2.24,49,0.4,205,-0.8,1328,1.06,461,-76.89,1418,-14.73,1369,-34.42,1491,-24.47,948,
A000950,전방,섬유 및 의류,섬유,49.22,1265,652,1836,-8.12,1482,0.53,309,0.2,750,0.46,50,22.33,847,14.45,577,-58.18,1847,-20.67,882,
A023800,인지컨트롤스,자동차 및 관련부품,엔진부품,49.22,1266,2721,730,14.79,753,0.56,337,0.22,776,1.5,756,18.53,734,28.89,908,-55.88,1825,-38.02,1190,
A090360,로보스타,기계,산업용 로봇,49.21,1267,2637,753,-35.9,1482,1.67,981,0.49,986,3.11,1419,68.6,1226,732.5,1345,-14.73,1098,-17.67,852,
A003520,영진약품,제약 및 바이오,제약,49.2,1268,10864,216,91.92,1361,6.22,1659,0.78,1091,9.64,1926,-153.1,1418,-138.57,1369,0.73,730,-23.84,938,
A224110,에이텍티앤,전기 및 전자기기,스마트카드,49.19,1270,1968,963,30.27,1095,1.96,1087,0.44,961,3.9,1596,55.34,1180,37.88,1003,-19.28,1200,-17.98,854,
A027050,코리아나,가정용품,화장품,49.19,1269,1954,968,31.32,1110,2.24,1160,0.19,729,2.45,1223,58.86,1194,65.22,1143,9,618,-56.3,1555,
A039610,화성밸브,기계,피팅 및 밸브,49.18,1271,845,1682,19.55,902,1.24,786,0.06,373,1.11,503,23.27,876,22.59,805,-7.77,956,-66.77,1751,
A180400,캔서롭,의료기기 및 용품,진단기기,49.18,1271,1786,1029,-34.78,1482,23.11,1885,2,1211,6.05,1811,218.87,1358,-52.22,1369,0,740,0,561,
A022100,포스코 ICT,IT서비스,시스템서비스,49.1,1273,12999,188,28.1,1065,1.69,987,0.09,487,3.77,1574,-23.09,1418,-23.97,1369,-4.49,895,-50.41,1432,
A114090,GKL,레저산업,카지노,49.1,1273,10144,230,-5.41,1482,48.12,1923,0.02,109,2.26,1148,-6.78,1418,-5.44,1369,-7.87,958,-37.25,1172,
A263750,펄어비스,미디어 및 엔터,게임,49.09,1275,55229,53,49.85,1244,13.68,1834,-1.17,1328,8.26,1904,66.84,1223,105.58,1217,-38.23,1574,101.19,182,
A016920,카스,기계,기계,49.08,1276,1576,1137,18.71,875,1.14,729,0.03,190,3.4,1491,23.04,871,14.29,572,-24.89,1310,-50.2,1426,
A011790,SKC,화학,합성수지,49.05,1277,58696,50,23.57,988,1.87,1053,-0.74,1328,3.22,1457,36.92,1061,17.93,688,-29.17,1384,-33.62,1101,
A051370,인터플렉스,IT 장비 및 소재,PCB,49.05,1277,3196,621,-42.15,1482,0.98,628,-0.48,1328,1.89,967,-17.61,1418,-19.19,1369,-48.29,1731,30.43,358,
A052420,오성첨단소재,디스플레이 장비 및 부품,디스플레이 장비,49.04,1279,2515,786,41.05,1197,2.86,1307,1.15,1153,1.27,613,35.13,1049,64.95,1141,-21.58,1247,-30.02,1032,
A051980,센트럴바이오,통신,통신장비,49.01,1280,1226,1366,-24.49,1482,11.55,1808,1.4,1178,4.14,1635,-17,1418,-20.3,1369,15.37,546,-9.64,732,
A267790,배럴,섬유 및 의류,의류,49,1281,883,1648,-21.54,1482,10.4,1781,-2.94,1328,2.3,1161,-12.36,1418,-9.66,1369,36.66,388,-22.61,914,
A140410,메지온,제약 및 바이오,바이오,48.93,1282,12379,194,-134.8,1482,52.41,1928,-4.93,1328,25.16,1992,-138.65,1418,-78.01,1369,-0.47,823,-1.76,643,
A024880,케이피에프,자동차 및 관련부품,기타 자동차부품,48.92,1283,897,1638,6.89,350,0.25,79,0.08,452,0.61,120,19.33,762,59.01,1121,-31.49,1430,-67.55,1767,
A121800,비덴트,전기 및 전자기기,전자기기,48.91,1284,4115,494,-6.86,1482,43.19,1918,0,1328,0.95,377,1.06,5,-175.55,1369,-32.72,1451,-23.31,930,
A033200,모아텍,전기 및 전자기기,전자기기,48.9,1285,1201,1379,728.29,1462,4.59,1557,-3.05,1328,1.66,850,-283.25,1418,-92.67,1369,-12.2,1040,1.42,545,
A097800,윈팩,반도체 관련장비 및 부품,반도체장비,48.86,1286,1008,1546,10.23,549,1.03,673,0.03,190,2.04,1049,-8.75,1418,-12.37,1369,2.44,697,-66.67,1747,
A064260,다날,IT서비스,전자결제,48.83,1287,4323,474,12.02,646,1.64,969,0,1328,1.7,870,5.29,121,48.68,1068,-30.58,1407,-52.52,1479,
A153490,우리이앤엘,디스플레이 장비 및 부품,디스플레이 부품,48.8,1288,909,1622,9.93,534,0.64,399,0.1,516,1.41,704,6.15,172,11.71,469,-28.17,1372,-76.6,1870,
A267320,나인테크,IT 장비 및 소재,2차전지,48.79,1289,1789,1026,-10.16,1482,1.65,974,-1.61,1328,6.17,1819,75.68,1245,71.91,1155,1.8,708,-27.54,997,
A053030,바이넥스,제약 및 바이오,제약,48.77,1290,6940,310,27.18,1054,5.32,1604,0.05,317,3.87,1591,20.62,798,43.02,1035,-26.55,1337,-35.55,1143,
A270520,지엔원에너지,에너지,태양광,48.75,1291,1564,1151,49.17,1237,5.93,1639,1.6,1193,5.13,1741,167.81,1341,165.68,1270,1.31,719,-15.3,808,
A297890,엘이티,반도체 관련장비 및 부품,반도체 부품,48.74,1292,1860,999,-18.34,1482,7.64,1715,0,1328,4.28,1649,-24.99,1418,-24.84,1369,-9.11,983,19.79,416,
A017510,세명전기,기계,전력기자재,48.73,1294,810,1717,6.77,341,6.61,1677,0.21,763,1.13,516,37.5,1065,42.81,1034,18.27,514,-73.69,1835,
A147830,제룡산업,기계,전력기자재,48.73,1293,910,1621,22.76,973,4.28,1525,0.15,658,1.5,756,32.88,1029,38.36,1008,-14.1,1086,-34.02,1110,
A056730,씨앤티85,IT서비스,시스템서비스,48.68,1295,1096,1467,-7.27,1482,3.91,1484,-1.47,1328,4.91,1721,-133.01,1418,-702.56,1369,0,740,0,561,
A217190,제너셈,반도체 관련장비 및 부품,반도체장비,48.67,1296,776,1743,21.37,945,4.88,1581,0.12,572,5.39,1765,-11,1418,-11.1,1369,26.9,441,-36.25,1153,
A138490,코오롱플라스틱,자동차 및 관련부품,차량 내장재,48.62,1297,2937,671,7.1,362,0.77,504,0.04,265,1.44,723,14.28,593,10.76,434,-53.22,1799,-66.53,1746,
A122870,와이지엔터테인먼트,미디어 및 엔터,매니지먼트,48.61,1298,9475,242,30.03,1093,2.44,1213,0.15,658,2.44,1214,37.74,1069,24.85,845,-20.87,1233,-48.21,1385,
A000250,삼천당제약,제약 및 바이오,제약,48.61,1299,12545,192,5401.12,1478,7.93,1725,0.17,698,6.88,1852,-73.92,1418,-74.34,1369,-14.55,1094,-9.21,725,
A001440,대한전선,전기 및 전자기기,케이블,48.6,1300,26208,113,24.48,1004,1.47,898,-2.21,1328,7.57,1883,-148.64,1418,118.44,1227,49.03,318,-69.57,1789,
A126640,화신정공,자동차 및 관련부품,차체부품,48.59,1301,949,1583,8.96,482,0.35,160,0.21,763,1.06,461,10.26,383,8.82,321,-30.04,1396,-83.64,1951,
A078340,컴투스,미디어 및 엔터,게임,48.58,1303,15864,157,15.39,773,3.4,1422,-3.01,1328,1.45,727,13.85,570,22.46,804,-50.5,1760,-30.9,1045,
A310200,애니플러스,미디어 및 엔터,미디어,48.58,1302,1152,1413,16.47,812,3.37,1415,0.06,373,5.28,1754,11.7,468,9.9,388,-56.59,1835,-6.14,689,
A176440,에이치엔티,IT 장비 및 소재,스마트폰 부품,48.57,1304,1646,1102,-24.02,1482,374.09,1965,1.04,1138,6.23,1822,-32.48,1418,-16.53,1369,0,740,0,561,
A014820,동원시스템즈,종이 및 용기,용기 및 포장재,48.56,1305,11182,209,7.83,405,1.01,656,1.61,1194,2.29,1156,21.71,827,16.72,647,-45.79,1694,-46.68,1342,
A383310,에코프로에이치엔,화학,종합 화학,48.53,1306,6156,351,0,1482,0,1983,0,1328,0,2006,0,1418,0,1369,22.43,477,-24.33,947,
A248070,솔루엠,IT 장비 및 소재,스마트폰 부품,48.36,1307,14269,176,20.98,935,1.52,924,0.71,1068,5.55,1779,30.89,1009,28.99,911,-4.92,901,-57.84,1582,
A049960,쎌바이오텍,제약 및 바이오,바이오,48.34,1308,1904,982,19.5,899,4.47,1548,-2.1,1328,1.91,978,17.25,695,33.06,960,-14.96,1104,-37.69,1184,
A005430,한국공항,운송 및 물류,운송인프라,48.33,1309,1518,1173,3.87,132,0.51,298,-0.12,1328,0.57,104,-5.94,1418,-4.62,1369,-14.32,1093,-65.04,1719,
A138250,엔에스쇼핑,유통,홈쇼핑,48.29,1310,4751,440,11.5,620,0.85,554,0.63,1039,1.16,536,-72.56,1418,23.03,814,-35.33,1510,-50.67,1439,
A066430,와이오엠,섬유 및 의류,의류,48.28,1311,543,1902,24.4,1001,1.49,906,-0.42,1328,2.98,1381,31.35,1014,31.35,942,-23.83,1294,-1.24,638,
A004540,깨끗한나라,종이 및 용기,종이,48.22,1312,2480,805,4.96,202,0.45,247,-0.23,1328,1.14,521,16.04,659,9.25,347,-42.06,1631,-67.3,1761,
A007120,미래아이앤지,IT서비스,시스템서비스,48.2,1313,886,1644,17.75,854,11.43,1806,-0.37,1328,0.97,391,13.42,558,89.68,1192,1.16,723,-51.11,1449,
A007530,영신금속,자동차 및 관련부품,선재(볼트),48.19,1315,648,1840,8.82,474,0.53,309,0.33,889,1.66,850,63.78,1211,26.13,868,4.35,676,-82.4,1941,
A040910,아이씨디,디스플레이 장비 및 부품,디스플레이 장비,48.19,1314,2836,708,3.96,137,2.99,1338,-0.46,1328,1.61,825,31.95,1021,41.76,1029,-24.95,1312,-45.62,1323,
A177830,파버나인,철강 및 비철강,알루미늄,48.12,1317,906,1624,4.22,157,0.65,407,-5.89,1328,1.36,668,7.07,223,8.8,318,-42.9,1649,-55.94,1546,
A225430,케이엠제약,가정용품,개인용품,48.12,1316,820,1705,14.85,759,3.8,1472,-11.31,1328,2.01,1030,1078.95,1406,133.12,1242,10.72,596,-38.12,1193,
A083470,이엠앤아이,IT 장비 및 소재,스마트폰 부품,48.11,1318,355,1979,-31.54,1482,1.71,997,-0.71,1328,6.57,1836,-50.71,1418,-136.54,1369,0,740,0,561,
A115440,우리넷,통신,통신장비,48.04,1319,828,1696,49.07,1235,1.46,890,-0.44,1328,1.4,699,-27.67,1418,-31.13,1369,-28.83,1380,5.35,518,
A064090,에프앤리퍼블릭,전기 및 전자기기,보안장비,48.01,1320,345,1982,-74.22,1482,1.76,1014,0.03,190,2.9,1358,6.37,185,-5.29,1369,-64.66,1906,33.15,346,
A119610,인터로조,의료기기 및 용품,의료용품,47.99,1322,3310,606,28.75,1074,3.4,1422,-1.11,1328,2.44,1214,20.06,782,17.85,686,-39.91,1600,-15.45,810,
A002680,한탑,식음료,식료품,47.99,1322,505,1929,73.93,1320,0.68,437,-0.41,1328,0.83,280,-33.67,1418,-9.49,1369,-2.77,867,-39.4,1220,
A353810,이지바이오,식음료,식료품,47.99,1321,2301,852,7.95,417,1.88,1058,0,1328,6.65,1840,18.47,730,12.09,487,-12.2,1040,-53.77,1503,
A089010,켐트로닉스,IT 장비 및 소재,스마트폰 부품,47.95,1324,3670,554,16.24,805,0.67,424,0.01,1,3.13,1423,13.08,532,10.1,399,-62.02,1885,-54.88,1519,
A033250,체시스,자동차 및 관련부품,동력전달장치,47.95,1324,571,1888,-150.4,1482,1.24,786,0.02,109,1.7,870,15.84,652,-41.38,1369,-46.22,1698,-6.94,700,
A032080,아즈텍WB,섬유 및 의류,의류,47.91,1326,610,1865,13.18,689,2.37,1195,0.14,633,0.62,132,41.67,1101,-137.39,1369,-9.48,986,-52.11,1473,
A277410,인산가,식음료,식료품,47.89,1327,836,1690,14.21,722,2.75,1275,-1.12,1328,2.35,1176,28.71,970,24.53,839,5.63,656,-51.84,1466,
A159580,제로투세븐,유아동산업,유아동산업,47.87,1328,2734,724,15.76,791,2.21,1148,0.01,1,3.7,1558,50.48,1153,50.63,1082,-56.51,1833,-15.14,805,
A060370,KT서브마린,건설 및 건축자재,중견건설사,47.85,1329,1693,1070,75.91,1324,5.79,1631,1.32,1173,1.66,850,-146.96,1418,-111.68,1369,41.38,360,-53.06,1487,
A023810,인팩,자동차 및 관련부품,기타 자동차부품,47.84,1330,1885,987,10.32,554,0.44,242,0.04,265,1.91,978,15.61,645,11.36,457,-39.57,1594,-72.49,1823,
A086820,바이오솔루션,제약 및 바이오,바이오,47.79,1331,2549,776,-279.26,1482,25.35,1893,-13.03,1328,5.47,1772,-1180.09,1418,-138.23,1369,-9.74,996,13.73,455,
A011390,부산산업,건설 및 건축자재,시멘트 및 레미콘,47.74,1332,1595,1128,19,880,1.59,948,-3.71,1328,2.75,1313,151.62,1331,74.12,1159,8.71,622,-52.73,1483,
A039570,HDC아이콘트롤스,건설 및 건축자재,홈네트워크,47.63,1333,2346,836,17.91,861,1.11,712,-0.67,1328,1.45,727,14.75,613,13.68,547,-16.61,1147,-69.49,1788,
A217500,러셀,반도체 관련장비 및 부품,반도체장비,47.63,1334,1635,1105,3998.44,1476,1.9,1066,0.16,679,3.78,1576,16.46,671,14.3,573,-18.1,1173,-41.79,1255,
A033920,무학,식음료,음료,47.62,1335,2585,768,5.76,262,1.94,1083,-0.15,1328,0.5,69,-13.45,1418,144.9,1254,-15.11,1108,-60.44,1642,
A009160,SIMPAC,기계,기계,47.61,1336,3396,590,-236.15,1482,0.87,565,0.03,190,0.73,213,7.72,254,9.01,337,-44.05,1669,-81.54,1932,
A078350,한양디지텍,반도체 관련장비 및 부품,반도체 제조,47.61,1337,1184,1393,6.32,311,0.58,358,-0.58,1328,2.11,1079,6.85,210,7.63,255,-27.5,1359,-71.09,1808,
A018290,브이티지엠피,기계,기계,47.6,1338,3173,632,-285.23,1482,1.79,1022,0.06,373,4.14,1635,9.38,334,13.06,519,-29.93,1394,-49.91,1419,
A110020,전진바이오팜,제약 및 바이오,제약,47.55,1339,534,1912,-15.85,1482,14.83,1845,0.14,633,5.18,1746,-14.31,1418,-16.83,1369,14.93,548,-14.99,800,
A123010,폴라리스웍스,반도체 관련장비 및 부품,반도체 부품,47.54,1340,1062,1496,-29.15,1482,14.93,1847,-0.83,1328,4.07,1623,-43.1,1418,-28.18,1369,-15.6,1123,105.47,173,
A035420,NAVER,IT서비스,인터넷서비스,47.51,1341,680050,4,49.79,1243,11.34,1804,0,1328,3.08,1411,1.11,6,58.86,1120,-20.79,1230,-43.59,1284,
A000890,보해양조,식음료,음료,47.49,1342,1607,1115,11.44,615,1.88,1058,0.01,1,1.95,993,27.07,940,31.1,939,-18.58,1182,-66.82,1752,
A311690,천랩,의료기기 및 용품,의료서비스,47.49,1343,1421,1230,-16.6,1482,29.12,1900,0.11,541,4.54,1679,-10.23,1418,-16.95,1369,-21.89,1249,28.57,366,
A192410,THQ,통신,통신장비,47.47,1345,1045,1512,-7.89,1482,5.21,1599,0.13,608,2.81,1336,21.5,822,28.24,897,-3.58,880,-38.03,1191,
A002880,대유에이텍,자동차 및 관련부품,차량 시트,47.47,1344,1626,1108,1.39,21,0.11,15,0.08,452,1.38,684,11.9,481,-68.43,1369,-35.7,1517,-81.24,1929,
A094820,일진파워,기계,플랜트설비,47.45,1346,1674,1081,4.12,152,1.16,735,-1.71,1328,1.67,856,11.09,436,11.18,449,-24.49,1306,-74.17,1840,
A241690,유니테크노,자동차 및 관련부품,기타 자동차부품,47.41,1347,1600,1122,21.46,948,1.87,1053,0.93,1121,2.06,1059,19.84,778,19.26,728,-21.95,1251,-44.7,1307,
A137400,피엔티,IT 장비 및 소재,2차전지,47.39,1348,5424,391,39.29,1183,1.51,919,0.38,922,3.85,1587,15.73,648,19.46,736,-32.35,1442,-41.99,1259,
A298540,더네이쳐홀딩스,섬유 및 의류,의류,47.37,1349,5556,384,-337.14,1482,2.13,1131,9.29,1303,3.28,1468,18.58,737,14.58,585,-21.46,1242,-39.69,1226,
A138080,오이솔루션,통신,통신장비,47.37,1349,4669,447,35.73,1152,5.06,1590,0.03,190,3.19,1444,45.37,1126,-97.03,1369,-16.74,1149,-40.97,1243,
A011090,에넥스,가정용품,가구,47.35,1351,1998,948,15.23,765,0.83,540,1.13,1151,4.35,1657,146.91,1327,193.6,1289,-39.6,1595,-5.4,679,
A228670,레이,의료기기 및 용품,의료기기,47.26,1352,3932,522,46.77,1224,6.58,1676,0.35,900,6.13,1818,-65.23,1418,296.08,1316,-4.18,892,-27.19,990,
A130580,나이스디앤비,일반서비스,신용정보,47.19,1353,1671,1087,12.39,661,2.01,1107,0.86,1104,2.67,1288,13.27,547,11.06,446,-20.01,1213,-56.24,1553,
A128820,대성산업,석유 및 가스,가스판매,47.16,1354,2456,812,14.81,754,0.25,79,-2.68,1328,0.49,65,-245.6,1418,13.84,554,-25.05,1314,-76.34,1864,
A035290,골드앤에스,일반서비스,교육,47.12,1356,473,1941,-1756.15,1482,8.82,1745,-60.95,1328,3.07,1408,-24.38,1418,437.96,1330,0,740,0,561,
A014160,대영포장,종이 및 용기,용기 및 포장재,47.12,1355,2840,707,16.85,824,0.95,611,0.23,786,1.79,915,15.25,629,13.1,524,-43.88,1661,-55.07,1525,
A010050,우리종금,금융,기타 금융,47.12,1356,8829,256,-7.71,1482,3.31,1399,0.48,980,1.64,843,12.98,526,10.05,396,-5.93,918,-86.45,1973,
A070300,엑스큐어,전기 및 전자기기,스마트카드,47.08,1358,338,1983,207.9,1423,2.87,1311,0.01,1,1.49,747,23.87,889,40.63,1024,-17.38,1161,-40.39,1235,
A224060,코디엠,반도체 관련장비 및 부품,반도체장비,47.02,1359,866,1665,-3.71,1482,1.75,1011,0.05,317,1.23,583,-2.22,1418,-23.23,1369,-63.99,1901,34.13,344,
A009320,대우부품,자동차 및 관련부품,전장부품,46.99,1360,1239,1358,56.18,1273,1.41,866,0.19,729,3.49,1514,51.54,1159,64.53,1140,50.21,310,-77.05,1873,
A101360,이엔드디,자동차 및 관련부품,기타 자동차부품,46.94,1361,2936,673,-88.29,1482,9.72,1762,-1.69,1328,4.76,1708,139.02,1322,106.84,1218,-5.56,913,-14.12,789,
A145270,케이탑리츠,일반서비스,부동산,46.94,1362,839,1689,30.65,1098,6.69,1684,0.53,1003,1.1,497,17.93,715,9.54,363,-39.55,1593,-23.17,924,
A028150,GS홈쇼핑,유통,홈쇼핑,46.91,1363,10165,229,7.4,376,0.83,540,0.19,729,0.82,268,6.89,213,6.75,210,-100,2008,-100,2006,
A332570,와이팜,IT 장비 및 소재,스마트폰 부품,46.9,1364,3521,575,-57.57,1482,8,1728,0.01,1,3.98,1613,-18.18,1418,-365.25,1369,-8.53,971,-37.12,1170,
A025620,제이준코스메틱,가정용품,화장품,46.88,1365,1031,1521,-15.42,1482,4.18,1511,-0.52,1328,1.66,850,-24.69,1418,-9.27,1369,55.69,288,-50.15,1424,
A039340,한국경제TV,미디어 및 엔터,미디어,46.87,1366,1909,981,4.9,197,1.46,890,0.03,190,1.33,643,6.26,177,5.4,136,-68.19,1925,-77.24,1876,
A196700,웹스,화학,기타 화학,46.86,1367,987,1561,502.9,1456,3.01,1345,2.39,1226,2.65,1284,-274.17,1418,448.64,1331,30.97,415,-41.54,1251,
A003010,혜인,기계,중장비 및 관련품,46.84,1368,919,1608,2.74,75,0.53,309,0.58,1021,0.86,309,63.64,1210,34.5,976,-15.22,1114,-81.12,1925,
A288620,에스퓨얼셀,IT 장비 및 소재,2차전지,46.81,1369,2303,851,-26.12,1482,6.39,1669,-4.73,1328,3.52,1523,280.85,1375,190.02,1285,49.43,315,-48.39,1391,
A042520,한스바이오메드,의료기기 및 용품,의료용품,46.78,1370,1606,1116,-39.64,1482,3.36,1411,0,1328,2.81,1336,-5.46,1418,-5.73,1369,9.41,610,-34.58,1116,
A004920,씨아이테크,IT서비스,시스템서비스,46.77,1371,543,1902,21.21,941,1.5,915,0.02,109,1.96,998,-2.96,1418,-4.74,1369,12.7,569,-67.3,1761,
A226320,잇츠한불,가정용품,화장품,46.75,1372,5899,365,53.09,1258,3.93,1485,0.54,1008,1.5,756,-142.21,1418,50.66,1083,-7.24,946,-52.31,1478,
A035720,카카오,IT서비스,인터넷서비스,46.69,1373,708068,3,71.57,1315,14.07,1841,0.42,947,10.64,1944,78.84,1251,112.36,1221,-13.74,1079,-25.77,967,
A286750,나노브릭,IT서비스,보안서비스,46.68,1374,761,1756,34.18,1140,12.03,1815,4.32,1271,5.36,1759,475.63,1393,3805,1364,0.4,735,-2.91,653,
A003670,포스코케미칼,철강 및 비철강,광물,46.67,1375,112709,30,163.79,1405,6.03,1643,0.39,928,4.92,1722,70.5,1233,82.55,1180,-20.32,1218,-25.26,957,
A065660,안트로젠,제약 및 바이오,바이오,46.64,1376,6379,336,-183.48,1482,107.46,1947,0.29,856,7.18,1867,-56.65,1418,-193.3,1369,30.62,418,-48.08,1381,
A065680,우주일렉트로,IT 장비 및 소재,스마트폰 부품,46.64,1376,2891,687,12.21,654,1.41,866,0.08,452,1.44,723,17.76,708,12.88,511,-49.13,1744,-59.08,1613,
A215380,우정바이오,제약 및 바이오,바이오,46.57,1378,890,1642,-25.72,1482,2.46,1219,-1.28,1328,3.13,1423,62.32,1207,61.46,1131,-4.69,897,-18.77,856,
A099190,아이센스,의료기기 및 용품,의료기기,46.54,1379,4039,505,13.55,700,1.92,1075,2.11,1215,1.8,921,14.54,603,12.53,501,-59.02,1858,-38.5,1201,
A045340,토탈소프트,운송 및 물류,운송인프라,46.46,1380,1404,1242,26.33,1038,12.09,1817,-1.58,1328,10.17,1937,95.12,1271,394.38,1327,-16.41,1142,15.23,444,
A222420,쎄노텍,화학,기타 화학,46.45,1381,902,1627,21.79,955,2.99,1338,0.44,961,3.18,1441,74.42,1242,43.53,1038,-11.98,1037,-27.9,1002,
A004310,현대약품,제약 및 바이오,제약,46.44,1382,2301,852,23.89,993,1.89,1063,0.08,452,2.58,1272,-59.74,1418,-54.68,1369,-18.35,1177,-41.87,1257,
A339770,교촌에프앤비,식음료,식료품,46.42,1383,4997,425,95.11,1366,1.01,656,0.94,1125,3.19,1444,15.97,657,11.62,468,-60.41,1873,-27.08,989,
A094280,효성ITX,IT서비스,컨택센터,46.41,1384,2577,772,7.26,369,0.58,358,0.8,1095,3.53,1526,19.45,765,13.98,562,-36.92,1546,-56.02,1548,
A025870,신라에스지,식음료,식료품,46.4,1385,854,1673,39.79,1188,1.62,960,0.42,947,5.81,1799,82.75,1256,62.06,1132,-44.18,1670,61.07,256,
A066970,엘앤에프,IT 장비 및 소재,2차전지,46.39,1386,31047,93,-390.78,1482,5.37,1609,0.84,1102,16.26,1974,-195.07,1418,-237.51,1369,7.64,628,-42.87,1268,
A088910,동우팜투테이블,식음료,식료품,46.36,1387,936,1594,29.29,1081,0.33,145,0.1,516,0.49,65,14.55,604,-42.7,1369,-25.54,1321,-70.31,1802,
A033050,제이엠아이,디스플레이 장비 및 부품,디스플레이 장비,46.35,1388,533,1913,21.87,956,1.1,705,0.05,317,1.42,712,12.87,523,48.99,1071,-74.82,1964,-20.81,885,
A081150,티플랙스,철강 및 비철강,스테인리스,46.34,1389,1149,1414,10.06,539,0.72,471,0.17,698,1.12,512,18.63,740,13.83,553,-23.07,1276,-91.02,1997,
A066590,우수AMS,자동차 및 관련부품,조향부품,46.32,1390,2201,877,19.89,908,0.69,443,-4.69,1328,2.52,1248,-443.75,1418,189.09,1284,1.37,717,-63.56,1698,
A050890,쏠리드,통신,통신장비,46.32,1390,4326,471,-71.42,1482,3.33,1407,0.02,109,4.04,1619,-21.91,1418,-24.99,1369,-16.11,1134,-36.79,1158,
A187420,제노포커스,제약 및 바이오,바이오,46.27,1392,2274,862,-71.99,1482,10.35,1777,0.08,452,5.67,1790,-61.73,1418,7106.25,1367,-45.53,1691,101.35,181,
A335890,비올,의료기기 및 용품,의료기기,46.24,1393,1351,1275,1315.74,1470,12.32,1818,-1.32,1328,6.76,1847,105.88,1288,286.23,1315,9.57,607,-20.09,870,
A025560,미래산업,반도체 관련장비 및 부품,반도체장비,46.24,1393,705,1792,-17.01,1482,1.76,1014,0,1328,1.07,471,10.08,373,12.73,506,9.05,616,-88.56,1986,
A317690,퀀타매트릭스,의료기기 및 용품,진단기기,46.23,1396,2395,822,-17.95,1482,437.04,1967,1.15,1153,4.5,1674,-13.43,1418,-13.11,1369,-6.84,934,-6.68,696,
