코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,시가총액 (억),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),발표 분기 PSR,낮은순서(값>0)  (비중 5),발표 분기 PEG,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),발표 분기 POR,낮은순서(값>0)  (비중 5),거래대금 증가율(5일대비),높은순서  (비중 15),거래대금 증가율(20일대비),높은순서  (비중 15),
A092040,아미코젠,제약 및 바이오,바이오,52.49,1110,8178,273,46.04,1220,6.67,1681,-1.38,1328,5.28,1754,-110.81,1418,254.29,1307,-6.65,929,9.01,489,
A131400,이브이첨단소재,IT 장비 및 소재,PCB,52.49,1109,1358,1269,-26.14,1482,1.84,1039,0,1328,2.25,1144,3.66,55,33.28,962,-42.4,1642,34.49,343,
A067570,엔브이에이치코리아,자동차 및 관련부품,차량 내장재,52.47,1111,1676,1079,3.79,129,0.18,41,2.15,1217,1.15,530,217.1,1357,5.44,138,-58.68,1854,-31.86,1062,
A011560,세보엠이씨,건설 및 건축자재,중견건설사,52.47,1112,831,1693,-8.74,1482,0.26,87,-0.46,1328,0.54,81,30.02,994,23.96,834,22.78,473,-68.12,1774,
A221980,케이디켐,화학,기타 화학,52.39,1113,722,1782,11.89,642,1.4,861,0.61,1029,0.88,330,8.9,302,10.38,414,-49.98,1755,-20.49,878,
A051360,토비스,레저산업,카지노,52.37,1115,1413,1234,26.17,1033,0.48,269,0.11,541,0.78,246,-16.58,1418,-12.12,1369,-25.59,1323,-31.86,1062,
A111820,지유온,유통,전자상거래,52.37,1114,726,1780,-11.55,1482,1.07,695,0.35,900,4.87,1717,-20.91,1418,-21.28,1369,0,740,0,561,
A225190,삼양옵틱스,IT 장비 및 소재,카메라모듈,52.33,1116,1066,1492,8.51,456,3.05,1353,0.63,1039,3.51,1518,30.39,999,46.75,1056,-12.61,1052,-9.88,735,
A069260,휴켐스,화학,기타 화학,52.26,1117,9443,243,11.95,644,1.34,837,-3.22,1328,1.44,723,10.29,388,8.36,291,-29.43,1388,-56.42,1558,
A043340,에쎈테크,기계,피팅 및 밸브,52.22,1118,947,1586,376.28,1447,1.69,987,0.06,373,3.6,1540,-23.79,1418,-18.94,1369,33.63,402,-35.15,1125,
A148150,세경하이테크,IT 장비 및 소재,스마트폰 부품,52.22,1119,2572,774,14.58,742,1.39,858,-2.28,1328,1.97,1006,206.09,1354,-21.72,1369,-18.52,1181,-13.61,776,
A151860,KG ETS,일반서비스,환경서비스,52.21,1120,8532,264,15.73,790,0.31,130,0,1328,2.8,1331,5.1,109,3.69,57,-45.75,1693,-49.1,1405,
A067310,하나마이크론,반도체 관련장비 및 부품,반도체장비,52.17,1121,5014,423,4.73,186,0.87,565,0.76,1082,3.28,1468,92.65,1270,6.2,180,-29.19,1385,-45.77,1328,
A104460,디와이피엔에프,기계,기계,52.16,1122,3086,651,46.86,1226,2.25,1165,-0.55,1328,3.41,1494,22.53,860,18.27,705,-7.18,944,-28.69,1018,
A223310,경남제약헬스케어,전기 및 전자기기,전자기기,52.11,1123,378,1973,-3.15,1482,1.85,1042,-0.08,1328,1.59,813,-6.18,1418,-6.19,1369,0,740,0,561,
A200670,휴메딕스,제약 및 바이오,제약,52.06,1124,3679,552,14.58,742,3.24,1386,0.14,633,3.13,1423,29.61,984,20.42,758,-27.61,1360,-23.22,927,
A011230,삼화전자,IT 장비 및 소재,IT 소재 및 부품,52.06,1124,431,1962,-32.69,1482,0.99,633,-0.43,1328,4.68,1697,-22.59,1418,-18.9,1369,26.98,439,-7.47,711,
A307930,컴퍼니케이,금융,기타 금융,52.05,1126,1541,1166,-25.77,1482,16.92,1857,-3.16,1328,2.77,1319,265.69,1371,201.7,1294,46.2,334,-17.35,841,
A086670,비엠티,기계,피팅 및 밸브,52.03,1127,1149,1414,36.29,1155,1.12,718,0.26,817,1.51,767,6.96,219,8.19,281,1.48,714,-82.68,1945,
A004710,한솔테크닉스,IT 장비 및 소재,스마트폰 부품,52.02,1128,2887,690,187.98,1419,0.24,72,-0.31,1328,1.01,425,22.09,838,31.95,950,-39.97,1602,-23.89,941,
A036200,유니셈,반도체 관련장비 및 부품,반도체장비,52.01,1129,4324,473,19.91,909,1.39,858,0.13,608,2.74,1311,8.54,285,7.94,268,-51.51,1774,-33.85,1106,
A068050,팬엔터테인먼트,미디어 및 엔터,미디어,52.01,1129,1736,1049,30.67,1099,10.61,1786,1.06,1141,2.52,1248,46.12,1135,47.59,1061,4.27,677,-23.59,934,
A136480,하림,식음료,식료품,52.01,1129,3601,562,3.69,123,0.35,160,0.08,452,1.23,583,11.23,442,10.27,407,-36.52,1536,-96.62,2005,
A100700,세운메디칼,의료기기 및 용품,의료용품,52.01,1132,2501,797,11.8,635,4.34,1533,0.74,1077,2.4,1199,18.17,721,15.21,602,-9.85,1002,-42,1261,
A194700,노바렉스,제약 및 바이오,바이오,52,1133,3971,513,24.71,1008,1.59,948,0.48,980,3.28,1468,12.86,522,12.4,494,-23.56,1287,-37.9,1187,
A041190,우리기술투자,금융,기타 금융,51.96,1134,6535,326,15.86,795,1.35,842,0,1328,3.21,1456,1.8,12,1.37,3,-30.16,1399,-52.02,1469,
A126700,하이비젼시스템,IT 장비 및 소재,카메라모듈,51.95,1135,2719,731,-563.3,1482,4.53,1553,0.01,1,2.03,1042,35.51,1052,-26.8,1369,-19.08,1195,-17.64,851,
A005690,파미셀,제약 및 바이오,바이오,51.95,1135,11272,207,186.16,1416,23.18,1886,1.23,1162,19.11,1983,148.79,1329,200.57,1293,-12.2,1040,38.52,324,
A104540,코렌텍,의료기기 및 용품,의료용품,51.92,1137,2091,906,-148.65,1482,4.93,1582,45.71,1322,4.41,1666,54.85,1179,60.22,1125,-5.55,912,13.14,459,
A117580,대성에너지,유틸리티,도시가스,51.91,1138,1975,957,4.57,175,0.17,32,0.15,658,0.61,120,3.39,43,2.61,18,-58.27,1848,-82.5,1943,
A143540,영우디에스피,디스플레이 장비 및 부품,디스플레이 장비,51.9,1139,1286,1323,94.47,1365,0.79,514,-0.09,1328,2.22,1129,4.37,78,5.09,122,-53.19,1797,-7.44,710,
A013310,아진산업,자동차 및 관련부품,차체부품,51.85,1140,1477,1191,5.47,241,0.32,138,3.85,1262,0.7,191,9.24,324,4.79,111,-48.94,1741,-57.33,1570,
A226360,KH E&T,건설 및 건축자재,건축자재,51.83,1141,1146,1418,17.06,831,1.1,705,-0.26,1328,1.5,756,-9.44,1418,-5.95,1369,68.4,232,-59.65,1625,
A065420,에스아이리소스,유틸리티,전력,51.78,1143,435,1959,-8.6,1482,3.68,1460,0.32,885,3.18,1441,50.12,1151,61.1,1128,0,740,0,561,
A006390,한일현대시멘트,건설 및 건축자재,시멘트 및 레미콘,51.78,1142,6941,309,11.44,615,2.24,1160,-22.54,1328,2.86,1350,2224.68,1413,669.98,1344,20.51,495,-51.91,1468,
A059270,해성티피씨,기계,기계,51.77,1144,875,1654,196.42,1420,0,1983,0,1328,4.63,1693,0,1418,0,1369,80.68,196,-2.91,653,
A004170,신세계,유통,면세점,51.76,1145,27763,107,2.54,64,0.53,309,0,1328,0.78,246,9.92,361,5.62,147,-52.85,1791,-73.16,1826,
A016740,두올,자동차 및 관련부품,차량 시트,51.75,1146,1432,1219,10.79,580,0.31,130,0.01,1,0.8,256,9.81,356,5.58,143,-47.17,1712,-76.36,1865,
A060540,에스에이티,통신,통신장비,51.72,1147,907,1623,19.64,905,0.56,337,0.16,679,1.04,446,15.46,641,15.66,613,-7.17,943,-69.04,1784,
A044820,코스맥스비티아이,식음료,식료품,51.66,1148,1844,1006,9.23,494,0.34,153,0.01,1,0.62,132,11.39,450,11.2,450,-51.28,1771,-71.41,1813,
A257370,명성티엔에스,IT 장비 및 소재,2차전지,51.66,1149,593,1878,-5.32,1482,10.65,1787,0.09,487,2.2,1115,-20.85,1418,-12.28,1369,0,740,0,561,
A104480,티케이케미칼,섬유 및 의류,섬유,51.63,1150,7590,286,22.42,966,1.5,915,0,1328,2.35,1176,4.06,70,25.42,855,-47.97,1726,-21.09,891,
A115180,큐리언트,제약 및 바이오,바이오,51.61,1151,2692,742,-12.59,1482,0,1983,0.24,795,5.32,1758,-11.15,1418,-10.69,1369,0,740,0,561,
A043590,크로바하이텍,IT 장비 및 소재,파워서플라이,51.59,1153,740,1768,-19.09,1482,2.79,1291,0.36,907,3.81,1579,51.39,1158,-28.07,1369,0,740,0,561,
A018880,한온시스템,자동차 및 관련부품,공조부품,51.59,1152,89678,36,9.7,526,1.2,761,0.52,998,4.16,1638,38.09,1074,23.84,829,-15.11,1108,-50.04,1423,
A186230,그린플러스,철강 및 비철강,광물,51.58,1154,1653,1096,31.62,1112,2.19,1145,0.24,795,4.72,1703,23.82,888,22.35,798,-25.89,1332,-1.7,642,
A036420,제이콘텐트리,미디어 및 엔터,미디어,51.56,1155,7807,278,7.77,398,1.62,960,-0.73,1328,4.38,1662,-17.87,1418,-52.65,1369,-16.51,1143,-20.18,874,
A150900,파수,IT서비스,보안서비스,51.51,1156,902,1627,10.75,576,3.6,1447,-2.06,1328,4.93,1723,-12.58,1418,-12.3,1369,-14.77,1099,69.49,230,
A003230,삼양식품,식음료,식료품,51.49,1157,6840,315,11.88,641,1.22,777,-0.31,1328,1.96,998,13.1,534,11.91,478,-25.26,1319,-52.75,1484,
A042670,두산인프라코어,기계,중장비 및 관련품,51.47,1158,33408,83,2.41,56,0.34,153,0.05,317,1.28,616,6.53,194,2.83,25,-100,2008,-100,2006,
A002700,신일전자,가정용품,가전제품,51.46,1159,1428,1221,9.16,490,1.47,898,0,1328,1.91,978,42.55,1107,-285.6,1369,-21.13,1237,-14.42,795,
A141020,포티스,IT서비스,인터넷서비스,51.45,1160,188,2001,-5.63,1482,0,1983,-1.91,1328,0.26,5,-188,1418,-188,1369,0,740,0,561,
A053620,태양,종이 및 용기,용기 및 포장재,51.44,1161,933,1595,9.85,530,0.62,388,-0.22,1328,0.56,96,10.43,394,10.96,441,-23.23,1281,-59.8,1626,
A014470,부방,가정용품,가전제품,51.43,1162,2192,882,29.1,1077,0.67,424,0.69,1061,1.24,592,-59.83,1418,-5480,1369,-9.6,990,-40.37,1234,
A033540,파라텍,기계,기계,51.43,1163,1333,1290,-411.36,1482,1.64,969,0.04,265,2.29,1156,-6.72,1418,-5.67,1369,-36.33,1532,40.1,317,
A029460,케이씨,반도체 관련장비 및 부품,반도체장비,51.37,1164,3660,557,61.56,1291,0.72,471,-0.29,1328,0.54,81,10.98,425,11.72,471,-42.34,1640,-45.3,1322,
A005710,대원산업,자동차 및 관련부품,차량 시트,51.35,1165,1685,1075,5.54,245,0.22,59,0.05,317,0.5,69,8.81,300,36,991,-45.92,1695,-69.79,1791,
A054540,삼영엠텍,기계,플랜트설비,51.35,1166,815,1711,54.45,1262,1,644,-2.19,1328,1.09,488,163,1340,16.51,643,-2.65,859,-37.44,1174,
A127160,매직마이크로,전기 및 전자기기,LED,51.35,1167,244,1994,-4.79,1482,3.21,1379,-0.06,1328,1.33,643,-3.71,1418,-2.88,1369,0,740,0,561,
A052710,아모텍,IT 장비 및 소재,스마트폰 부품,51.31,1168,2957,667,-140.94,1482,1.35,842,0.25,805,1.61,825,-43.72,1418,-22.39,1369,-18.08,1172,-19.66,867,
A052260,현대바이오랜드,가정용품,화장품,51.28,1169,3368,595,33.68,1132,3.22,1382,0.11,541,2.41,1205,26.32,927,25.14,849,-3.69,882,-49.9,1418,
A007820,에스엠코어,기계,자동화기기,51.22,1170,1565,1150,13.53,699,2.35,1192,-0.77,1328,2.26,1148,55.42,1183,-119.28,1369,-4.92,901,-23.18,925,
A006740,영풍제지,종이 및 용기,종이,51.2,1171,1661,1092,10.22,547,1.42,870,-1.81,1328,1.29,621,15.05,622,11.99,480,-4.95,904,-67.11,1760,
A058450,일야,IT 장비 및 소재,스마트폰 부품,51.19,1172,217,1996,-1.19,1482,2.94,1330,-0.11,1328,1.45,727,-6.19,1418,-5.97,1369,0,740,0,561,
A014680,한솔케미칼,IT 장비 및 소재,IT 소재 및 부품,51.15,1173,27261,108,16.6,816,3.85,1481,0.87,1110,4.71,1700,16.54,676,13.05,518,-36.8,1541,-17.45,844,
A333620,엔시스,IT 장비 및 소재,2차전지,51.15,1173,2080,910,209.09,1424,7.02,1697,0.38,922,4.57,1684,-226.09,1418,49.2,1072,6.69,642,-17.21,837,
A064520,바른전자,반도체 관련장비 및 부품,반도체장비,51.13,1175,741,1766,-6.33,1482,2.16,1140,-1.01,1328,2.31,1163,-83.82,1418,-37.81,1369,0,740,0,561,
A140670,알에스오토메이션,기계,산업용 로봇,51.13,1176,1138,1425,139.26,1395,0.99,633,0.11,541,3.13,1423,78.59,1250,94.21,1200,-0.62,825,-32.38,1076,
A007070,GS리테일,유통,편의점,51.13,1176,28914,103,3.94,135,0.34,153,-0.59,1328,1.28,616,19.94,781,19.26,728,-59.85,1867,-47.82,1375,
A110990,디아이티,디스플레이 장비 및 부품,디스플레이 장비,51.06,1178,2032,927,45.73,1219,1.58,944,0.54,1008,1.18,549,21.11,810,71.65,1154,-33.43,1466,-18.93,859,
A282880,코윈테크,기계,기계,51.05,1179,2179,885,-11.57,1482,2.34,1188,0.45,968,2.17,1108,18.93,749,20.43,759,-12.39,1047,-33.72,1103,
A032790,엠젠플러스,전기 및 전자기기,전자기기,51.05,1179,1020,1530,83.38,1341,2.05,1116,-1.09,1328,3.83,1584,-91.4,1418,-62.65,1369,0,740,0,561,
A123570,이엠넷,미디어 및 엔터,광고,51.01,1181,1660,1093,29.33,1083,3.39,1418,0.09,487,2.59,1274,14.28,593,11.36,457,-38.7,1581,-15.76,817,
A219750,지티지웰니스,의료기기 및 용품,의료기기,51,1182,719,1785,-7.35,1482,4.72,1567,0.06,373,5.66,1789,-4.51,1418,-9.09,1369,60.9,266,-28.13,1007,
A108860,셀바스AI,IT서비스,소프트웨어,51,1182,991,1559,39.39,1184,2.86,1307,0.54,1008,2.78,1323,-58.43,1418,-18.94,1369,16.89,534,-24.21,944,
A065570,삼영이엔씨,조선,조선기자재,50.98,1184,865,1666,-101.1,1482,3.73,1466,0.07,416,1.15,530,-18.4,1418,-16.55,1369,4.07,680,-32.32,1073,
A204320,만도,자동차 및 관련부품,전장부품,50.95,1185,30710,94,8.09,426,0.51,298,0.03,190,1.78,911,15.64,647,10.69,432,-42.32,1639,-78.63,1899,
A008730,율촌화학,종이 및 용기,용기 및 포장재,50.82,1186,5481,388,9.45,506,1.02,663,-0.81,1328,1.62,830,40.09,1091,34.55,977,-22.95,1272,-46.82,1349,
A085620,미래에셋생명,금융,생명보험,50.77,1187,7541,288,11.52,622,0.43,235,-16.75,1328,0.36,21,1668.36,1412,76.48,1166,-36.68,1537,-45.67,1325,
A051910,LG화학,화학,종합 화학,50.75,1188,599329,5,8.56,461,1.55,933,0,1328,3.19,1444,11.47,458,10.64,429,-37.6,1560,-44.75,1308,
A086280,현대글로비스,운송 및 물류,육상운송,50.73,1189,77063,41,12.7,669,0.38,184,-0.77,1328,1.51,767,14.86,616,9.21,345,-37.91,1566,-62.37,1673,
A174880,장원테크,IT 장비 및 소재,스마트폰 부품,50.7,1191,659,1832,-6.97,1482,1.29,817,0.01,1,0.78,246,-5.38,1418,-5.22,1369,-12.18,1039,-35.21,1131,
A080720,한국유니온제약,제약 및 바이오,제약,50.7,1190,1205,1374,-20.96,1482,2.87,1311,0.29,856,1.86,953,-8.18,1418,-8.27,1369,3.86,682,-25.02,955,
A302550,리메드,의료기기 및 용품,의료기기,50.68,1192,1657,1095,162.15,1404,11.63,1809,-3.95,1328,6.68,1841,380.05,1389,-242.25,1369,21.82,480,-4.84,668,
A118990,모트렉스,자동차 및 관련부품,기타 자동차부품,50.67,1193,2352,833,5.78,265,0.54,319,0,1328,2.01,1030,9.08,314,6.7,209,-56.05,1829,-44.24,1299,
A140520,대창스틸,철강 및 비철강,강판,50.67,1193,756,1762,5.42,236,0.44,242,0,1328,0.86,309,3.6,53,8.67,308,-17.3,1160,-88.89,1988,
A218410,RFHIC,통신,통신장비,50.66,1195,10712,220,-48.05,1482,12.49,1820,7.25,1291,5.36,1759,-824,1418,3825.71,1365,9.39,611,-16.67,832,
A137950,제이씨케미칼,석유 및 가스,석유판매,50.65,1196,2416,820,10.36,557,0.76,496,0.03,190,2.29,1156,9.02,309,6.95,220,-42.23,1638,-62.68,1675,
A007630,폴루스바이오팜,통신,통신장비,50.65,1197,551,1899,-5.38,1482,626.14,1968,-0.67,1328,0.87,321,-57.64,1418,-56.92,1369,0,740,0,561,
A217600,켐온,제약 및 바이오,바이오,50.6,1198,2912,681,41.91,1203,11.29,1801,0.74,1077,5.22,1749,65.41,1216,78.2,1169,-26.75,1346,61.38,255,
A054220,비츠로시스,유틸리티,스마트그리드,50.59,1199,1326,1300,-8.16,1482,38.24,1913,0.05,317,32.34,1999,-8.71,1418,-24.27,1369,0,740,0,561,
A083790,크리스탈지노믹스,제약 및 바이오,바이오,50.58,1200,5277,402,-63.85,1482,19.58,1872,1.26,1166,2.44,1214,141.7,1324,-54.47,1369,-8.46,970,-2.94,655,
A078160,메디포스트,제약 및 바이오,바이오,50.54,1201,5115,418,79.53,1333,9.82,1766,0.09,487,3.75,1569,-21.98,1418,-84.91,1369,-12.84,1058,-9.26,727,
A227950,엔투텍,반도체 관련장비 및 부품,반도체장비,50.48,1202,1557,1155,-57.6,1482,3.11,1365,0.01,1,2.14,1089,-19.17,1418,45.74,1050,-26.9,1349,-7.31,707,
A143160,아이디스,전기 및 전자기기,보안장비,50.47,1203,2877,693,11,591,1.79,1022,-0.82,1328,1.76,900,17.93,715,18.99,721,-40.43,1607,-26.24,980,
A215600,신라젠,제약 및 바이오,바이오,50.46,1204,8666,260,-37.56,1482,933.84,1973,-0.83,1328,38.69,2000,-44.8,1418,-52.14,1369,0,740,0,561,
A318010,팜스빌,제약 및 바이오,바이오,50.39,1205,860,1671,41.23,1199,1.91,1071,-0.49,1328,1.54,787,18.94,750,18.02,693,-13.17,1067,-28.63,1017,
A279600,미디어젠,IT서비스,소프트웨어,50.34,1206,724,1781,52.27,1255,6.62,1678,0.14,633,4.31,1651,-29.67,1418,-24.43,1369,11.08,590,-9.96,736,
A001530,DI동일,섬유 및 의류,섬유,50.34,1206,4933,430,11.19,603,0.64,399,0.08,452,0.98,401,13.23,545,10.28,409,-49.04,1743,-67.4,1765,
A241790,오션브릿지,반도체 관련장비 및 부품,반도체장비,50.32,1208,1755,1038,36.27,1154,2.76,1279,-1.48,1328,2.34,1173,20.93,806,18.54,713,-15.29,1115,-26.1,977,
A348950,제이알글로벌리츠,일반서비스,부동산,50.31,1209,8694,259,39.99,1191,7.51,1710,0,1328,1.07,471,27.4,945,18.99,721,-26.73,1344,-30.3,1038,
A024090,디씨엠,철강 및 비철강,강판,50.3,1210,1913,978,27.7,1059,0.83,540,0.02,109,0.99,410,5.32,124,8.09,274,-66.54,1912,-54.62,1514,
A025890,한국주강,조선,조선기자재,50.3,1210,312,1986,20.58,928,0.81,525,0.24,795,1.04,446,40.41,1093,63.93,1138,-6.78,933,-47.1,1354,
A290650,엘앤씨바이오,의료기기 및 용품,의료용품,50.29,1212,7645,282,92.15,1362,19.96,1874,5.53,1285,12.89,1960,100.59,1278,96.38,1205,11.97,578,-23.52,932,
A065530,와이어블,통신,통신장비,50.29,1212,2373,824,8.38,448,3.36,1411,79.55,1325,3.44,1502,525,1394,498.53,1337,-3,870,-25.98,975,
A017810,풀무원,식음료,식료품,50.28,1214,7643,283,6.37,315,0.33,145,0.27,833,1.7,870,16.54,676,25.96,866,-43.88,1661,-58.67,1602,
A138360,에이씨티,가정용품,화장품,50.28,1215,1551,1161,-167.86,1482,84.29,1942,0.45,968,3.58,1536,-59.75,1418,-61.26,1369,0,740,0,561,
A060380,동양에스텍,철강 및 비철강,강판,50.26,1216,864,1667,4.7,184,0.42,224,0.03,190,1.49,747,6.33,181,5.12,123,-71.4,1944,-55.87,1545,
A001470,삼부토건,건설 및 건축자재,중견건설사,50.25,1217,4236,483,-9.6,1482,1.31,826,-18.23,1328,2.15,1097,1534.78,1410,-77.41,1369,-38.36,1576,31,354,
A042600,새로닉스,디스플레이 장비 및 부품,디스플레이 부품,50.23,1218,1249,1349,-44.78,1482,0.7,448,0.12,572,1.63,835,-48.64,1418,-99.13,1369,1.64,713,-48.48,1393,
A003800,에이스침대,가정용품,가구,50.21,1219,5268,403,8.14,430,1.63,965,0.08,452,1.03,435,10.22,379,8.94,329,-55.15,1820,-60.66,1647,
A271560,오리온,식음료,식료품,50.2,1220,47246,58,11.8,635,1.96,1087,-8.25,1328,2.46,1231,16.5,673,11.59,467,-30.87,1414,-47.2,1359,
A234080,JW생명과학,제약 및 바이오,제약,50.19,1221,3104,647,7.15,365,1.83,1034,-0.81,1328,2.4,1199,13.39,556,9.36,354,-19.07,1194,-57.72,1578,
A095910,에스에너지,에너지,태양광,50.15,1222,921,1605,10.45,562,0.39,192,0.49,986,0.98,401,-59.34,1418,13.06,519,-12.79,1056,-61.16,1653,
A031440,신세계푸드,식음료,식료품,50.14,1223,3872,533,3.23,101,0.3,125,0.18,711,1.36,668,30.58,1004,18.87,719,-47.42,1717,-58.64,1600,
A087010,펩트론,제약 및 바이오,바이오,50.13,1224,2661,748,-17.7,1482,82.13,1941,0.31,876,3.7,1558,-12.83,1418,-12.5,1369,-8.56,973,6.92,501,
A049180,셀루메드,의료기기 및 용품,의료용품,50.13,1225,3303,609,-189.47,1482,3.34,1410,9.34,1304,8.02,1896,1007.01,1405,192.03,1287,-16.58,1145,37.35,329,
A007810,코리아써키트,IT 장비 및 소재,PCB,50.04,1226,3236,618,33.48,1131,0.27,98,-0.76,1328,0.93,365,11.87,477,10.48,419,-54.99,1816,-45.12,1318,
A007720,대명소노시즌,전기 및 전자기기,보안장비,50.02,1227,1603,1117,-9.85,1482,1.72,1004,0.02,109,1.06,461,-4.15,1418,-5.27,1369,25.79,453,-74.23,1841,
A029480,릭스솔루션,IT서비스,시스템서비스,50,1228,510,1925,-36.11,1482,3.33,1407,0.05,317,2.28,1155,-6.01,1418,-20.08,1369,-12.95,1062,3.6,529,
A033600,럭슬,자동차 및 관련부품,제동장치,49.97,1229,95,2007,12.36,660,0,1983,0,1328,2.38,1185,0,1418,0,1369,0,740,0,561,
A092600,앤씨앤,반도체 관련장비 및 부품,반도체 설계,49.95,1230,976,1565,-9.31,1482,0.9,586,-0.33,1328,3.98,1613,-10.05,1418,-10.29,1369,2.77,695,-15.09,804,
A327260,RF머트리얼즈,통신,통신장비,49.91,1231,1066,1492,1854.22,1474,3.37,1415,0.26,817,3.7,1558,-75.5,1418,-859.68,1369,4.91,667,-13.42,775,
A354200,엔젠바이오,의료기기 및 용품,진단기기,49.9,1232,2856,701,-41.96,1482,64.79,1933,0.46,976,7.25,1871,-31.78,1418,-31.88,1369,-20,1212,112.2,162,
A131100,스카이이앤엠,IT 장비 및 소재,2차전지,49.86,1233,632,1849,-5.37,1482,3.01,1345,-0.23,1328,1.84,942,-4.18,1418,-6.66,1369,-7.37,948,16.13,435,
A051490,나라엠앤디,기계,금형,49.86,1233,1484,1189,14.42,734,0.78,509,0.15,658,1.8,921,16.81,685,15.89,624,-17.29,1159,-63.31,1695,
A002270,롯데푸드,식음료,식료품,49.84,1235,5320,400,4.96,202,0.32,138,4.45,1273,0.7,191,18.7,743,12.36,493,-41.62,1623,-75.96,1859,
A036010,아비코전자,IT 장비 및 소재,IT 소재 및 부품,49.83,1236,1062,1496,38.01,1174,0.76,496,0.11,541,1.06,461,21.33,816,28.98,910,-15.59,1122,-55.77,1543,
A237750,피앤씨테크,유틸리티,스마트그리드,49.76,1237,542,1904,18.89,877,3.32,1406,-0.44,1328,0.86,309,16.9,690,28.71,906,40.35,368,-69.87,1794,
A078860,아이오케이,IT서비스,소프트웨어,49.76,1237,1566,1149,-128.98,1482,8.07,1733,0.54,1008,1.54,787,90.84,1266,-16.82,1369,20.96,492,-38.87,1212,
A010170,대한광통신,전기 및 전자기기,케이블,49.73,1239,2857,700,-22.31,1482,2.8,1293,0.13,608,1.93,984,-14.68,1418,-10.34,1369,-41.03,1613,21.57,407,
A239890,피엔에이치테크,화학,종합 화학,49.7,1240,1879,990,-113.07,1482,12.97,1825,0.61,1029,12.2,1956,116.27,1296,118.03,1226,-5.09,906,11.67,466,
A086390,유니테스트,반도체 관련장비 및 부품,반도체장비,49.7,1241,4734,442,510.95,1457,4.32,1530,-2.8,1328,3.04,1400,-239.57,1418,-40.27,1369,-23.68,1289,27.99,370,
A212560,네오오토,자동차 및 관련부품,변속기부품,49.68,1242,819,1706,15.85,794,0.57,346,0.08,452,0.97,391,11.38,449,12.03,482,-62.82,1894,-38.73,1208,
A036120,SCI평가정보,일반서비스,신용정보,49.65,1243,1424,1225,17.82,857,2.8,1293,-10.99,1328,5.86,1801,20.89,802,16.27,637,-2.63,858,-35.46,1139,
A067280,멀티캠퍼스,일반서비스,교육,49.65,1243,2350,834,6.75,337,0.95,611,0.26,817,2,1023,30.63,1005,22.88,811,-49.39,1746,-32.78,1086,
A168330,내츄럴엔도텍,제약 및 바이오,바이오,49.62,1246,696,1800,-26.95,1482,3.42,1426,-2.02,1328,2.44,1214,-104.19,1418,-47.54,1369,0,740,0,561,
A042370,비츠로테크,기계,전력기자재,49.62,1245,2780,717,7.28,370,0.92,594,0.44,961,1.5,756,15.1,625,9.93,391,-20.47,1220,-84.28,1955,
A005110,한창,유통,유통,49.61,1247,1015,1542,-7.42,1482,1.04,678,0.06,373,2.54,1256,8.63,294,-66.6,1369,17.13,529,-69.35,1787,
A003830,대한화섬,섬유 및 의류,섬유,49.61,1247,2204,876,24.67,1007,2.18,1144,-0.27,1328,0.36,21,7.69,253,45.61,1048,-26.7,1343,-49.53,1412,
A006490,인스코비,전기 및 전자기기,계측기,49.6,1249,3416,587,-1314.04,1482,4.94,1583,0.05,317,7.56,1882,22.26,843,1255.88,1353,-32.76,1454,6.13,512,
A002420,세기상사,미디어 및 엔터,영화,49.58,1250,251,1992,-17.96,1482,18.29,1866,-1.9,1328,1.24,592,-15.23,1418,-18.73,1369,0,740,0,561,
A005500,삼진제약,제약 및 바이오,제약,49.56,1251,3795,543,22.15,961,1.72,1004,-0.7,1328,1.8,921,13.95,574,12.64,503,-23.76,1292,-49.6,1415,
A101530,해태제과식품,식음료,식료품,49.55,1252,2874,694,5.28,229,0.5,287,0.94,1125,1.1,497,22.34,848,7.71,257,-41.38,1619,-65.14,1721,
A063570,한국전자금융,IT서비스,전자결제,49.55,1253,2476,806,4.06,148,1.02,663,-3.16,1328,1.64,843,-265.67,1418,30.24,931,-12.34,1045,-56.64,1562,
A142760,바이오리더스,제약 및 바이오,바이오,49.54,1254,2264,866,-15.69,1482,2.21,1148,0.73,1072,4.88,1718,-15.79,1418,-27.7,1369,-30.07,1397,68.67,232,
A019010,베뉴지,유통,백화점,49.53,1255,1251,1347,9.28,499,3.18,1376,0.14,633,0.48,61,-25.1,1418,-39.99,1369,-9.08,982,-50.66,1438,
A166090,하나머티리얼즈,반도체 관련장비 및 부품,반도체 부품,49.5,1256,8711,258,11.59,626,3.94,1486,0.24,795,4.42,1669,16.19,661,13.85,555,-22.87,1270,-47.77,1370,
A238490,힘스,디스플레이 장비 및 부품,디스플레이 부품,49.48,1257,1301,1316,2.46,61,3.08,1359,2.18,1219,1.76,900,-221.26,1418,-17.28,1369,-10.66,1011,-33.61,1100,
A225530,보광산업,건설 및 건축자재,건축자재,49.47,1258,2704,735,26.24,1035,4.94,1583,0.27,833,3.58,1536,40.92,1098,33.83,969,18.49,511,-56.22,1552,
