코드 번호,회사명,업종 (대),업종 (소),종합점수,종합랭킹,1개월 등락률 (%),높은순서  (비중 5),3개월 등락률 (%),높은순서  (비중 5),6개월 등락률 (%),높은순서  (비중 5),9개월 등락률 (%),높은순서  (비중 5),1년 등락률 (%),높은순서  (비중 5),과거 PCR,낮은순서(값>0)  (비중 5),과거 PFCR,낮은순서(값>0)  (비중 5),발표 PSR,낮은순서(값>0)  (비중 5),발표 PBR,낮은순서(값>0)  (비중 5),발표 분기 PER,낮은순서(값>0)  (비중 5),과거 EV/EBITDA (%),낮은순서(값>0)  (비중 5),발표 POR,낮은순서(값>0)  (비중 5),
A068050,팬엔터테인먼트,미디어 및 엔터,미디어,51.62,1406,4.7,1470,-11.3,1934,56.4,304,55.3,510,36.1,631,-34.47,1606,-32.56,1319,2.67,1599,1.83,1338,19.41,860,38.98,1382,33.81,1101,
A161570,THE MIDONG,자동차 및 관련부품,전장부품,51.61,1408,2.7,1657,53,140,17.1,827,37.3,727,30.6,701,-16.24,1606,-5.84,1319,1.42,1223,1.73,1278,-13.81,1460,0,1661,-13.63,1458,
A081000,일진다이아,철강 및 비철강,광물,51.61,1408,7,1230,-15.8,2045,82.6,167,114.1,192,87.3,288,37.97,1345,77.82,1161,4.11,1790,4.01,1865,69.72,1261,44.91,1415,79.51,1298,
A010050,우리종금,금융,기타 금융,51.6,1410,6.8,1250,2.6,1169,-6.3,1744,-1.8,1762,-12.9,1767,-0.8,1606,-0.8,1319,1.9,1405,1.15,935,6.4,279,7.23,505,6.9,318,
A025950,동신건설,건설 및 건축자재,중견건설사,51.54,1411,0,1856,-19.7,2109,97.4,128,75.8,349,78.2,330,58.59,1426,59.33,1111,2.93,1639,1.02,811,65.63,1250,377.98,1637,445,1428,
A006660,삼성공조,자동차 및 관련부품,공조부품,51.41,1412,7.1,1217,5.6,1002,1.5,1283,-5.5,1859,-21.6,1980,14.36,963,15.88,731,0.85,883,0.25,31,41.41,1151,103.22,1547,-13.85,1458,
A190510,나무가,IT 장비 및 소재,카메라모듈,51.41,1413,11.9,804,0,1345,23.7,668,10.2,1318,-10.2,1711,20.93,1138,-7.61,1319,0.29,289,3.26,1755,-18.1,1460,11.73,842,-72.65,1458,
A088800,에이스테크,통신,통신장비,51.38,1414,22.1,326,-23.6,2168,162.4,51,208.8,68,264.3,45,-24.89,1606,-15.9,1319,4.43,1816,12.07,2136,-19.64,1460,0,1661,-18.4,1458,
A150840,인트로메딕,의료기기 및 용품,의료기기,51.36,1415,14.6,625,59.2,114,70.1,219,40.3,684,15,953,-38.13,1606,-27.83,1319,16.46,2070,8.09,2072,120.27,1338,0,1661,-20.51,1458,
A200130,콜마비앤에이치,가정용품,화장품,51.35,1416,-3.5,2100,-27.7,2195,8.7,1069,75.5,353,89.8,272,17.93,1071,38.85,1021,2.65,1596,4.78,1932,20.35,874,13.51,913,14.4,725,
A047820,초록뱀,미디어 및 엔터,미디어,51.33,1417,0,1856,29.6,307,31.8,539,41.6,663,67.5,380,16.55,1041,19.54,821,9.99,2004,4.82,1936,-1.31,1460,0,1661,-94.93,1458,
A063570,한국전자금융,IT서비스,전자결제,51.33,1418,3.3,1603,-1.7,1552,-14.6,1981,-17.8,2084,-11.4,1743,3.72,281,-23.51,1319,0.71,763,1.27,1003,16.22,769,4.71,243,16.05,786,
A290270,휴네시온,IT서비스,보안서비스,51.32,1419,5.1,1420,10.7,810,-3.8,1647,35.3,750,16.9,920,20.42,1130,22.42,870,2.48,1562,2.35,1535,-896.67,1460,15.63,1000,26.9,1024,
A039980,리노스,섬유 및 의류,의류,51.32,1419,12.4,764,8.8,864,-14.2,1969,-13,2019,-7.4,1640,6.49,534,7.07,389,0.85,883,0.68,487,-16.9,1460,0,1661,-9.57,1458,
A184230,SGA솔루션즈,IT서비스,보안서비스,51.3,1421,13.8,680,10,831,-4.7,1685,8.4,1367,-19.3,1930,5.07,421,5.05,261,0.86,894,2.21,1486,-27.54,1460,0,1661,-6.96,1458,
A007590,동방아그로,화학,비료 및 농약,51.29,1422,3.1,1628,2.7,1161,0.6,1315,-0.2,1716,-7.3,1639,-66.42,1606,-32.22,1319,0.66,706,0.6,393,-9.34,1460,8.68,637,10.88,555,
A006980,우성사료,식음료,사료,51.29,1422,4.8,1456,-2.8,1608,-10.7,1873,8.5,1365,8.1,1099,-10.81,1606,-7.81,1319,0.26,253,0.56,347,13.95,702,16.83,1049,-107.67,1458,
A002230,피에스텍,전기 및 전자기기,계측기,51.28,1425,4.3,1505,17.5,554,3.1,1226,27.9,884,14.8,957,-119.56,1606,-28.77,1319,1.66,1312,0.67,469,46.56,1188,0,1661,-35.68,1458,
A032080,아즈텍WB,섬유 및 의류,의류,51.28,1424,10,935,8,884,2,1262,-8.8,1936,-1.7,1486,-5.15,1606,-5.16,1319,1.07,1046,0.39,138,8.09,407,0,1661,-53.86,1458,
A033780,KT&G,식음료,식료품,51.27,1426,1.9,1728,-2.6,1600,-6.6,1753,-3.4,1803,-15.4,1835,12.94,918,16.47,746,2.2,1495,1.27,1003,10.18,530,5.62,341,8.11,388,
A010770,평화홀딩스,지주사,지주사,51.19,1427,3.6,1581,6.5,957,2,1262,0.8,1585,-7.9,1655,-9.63,1606,-1.57,1319,0.09,29,0.46,222,-2.62,1460,16.23,1027,-53.67,1458,
A011390,부산산업,건설 및 건축자재,시멘트 및 레미콘,51.19,1427,9.8,962,1.3,1264,-17.5,2044,2.6,1535,-17.8,1897,8.09,640,11.33,572,1,1002,2.16,1476,36.35,1112,9.98,728,21.48,929,
A070960,용평리조트,레저산업,여행,51.18,1429,7.7,1158,7.7,904,-12,1911,-5.1,1849,-31.6,2110,3.82,289,5.84,313,1.53,1263,0.53,301,529.64,1439,21.61,1169,-60.44,1458,
A054630,에이디칩스,반도체 관련장비 및 부품,반도체 유통,51.17,1430,39.1,114,33.5,266,17.4,816,6.4,1415,7,1122,-9.45,1606,-9.52,1319,2.78,1621,1.79,1309,-47.93,1460,0,1661,-28.05,1458,
A048470,대동스틸,철강 및 비철강,강판,51.15,1431,4.9,1443,3,1145,-20.2,2097,-8.4,1929,-15.8,1849,4.9,406,4.93,251,0.45,489,0.77,580,19.65,864,0,1661,-239,1458,
A226350,아이엠텍,IT 장비 및 소재,스마트폰 부품,51.09,1432,0,1856,0,1345,0,1350,-48.8,2217,-82.1,2235,0.99,32,93,1184,0.59,634,0.49,255,1.6,16,189.04,1605,-4.65,1458,
A317120,라닉스,통신,통신장비,51.09,1432,9.3,1007,52.7,141,35.1,497,43.2,648,71.9,362,-67.1,1606,-65.38,1319,10.46,2014,5.96,2014,-189.49,1460,0,1661,-174.33,1458,
A089600,나스미디어,미디어 및 엔터,광고,51.09,1432,-3.1,2089,-19.1,2097,-8.3,1802,-17.6,2081,-4.8,1570,3.61,270,3.64,151,2.37,1536,1.66,1236,12.17,627,4.35,219,10.16,509,
A312610,에이에프더블류,IT 장비 및 소재,2차전지,51.08,1435,15.8,562,7.3,920,2.2,1250,0,1600,13,988,14.96,988,14.82,689,9.45,1998,1.94,1381,-457.14,1460,19.17,1110,58.67,1242,
A217330,싸이토젠,제약 및 바이오,바이오,51.03,1436,-7.8,2166,69.5,84,184.6,40,223.7,57,219.2,66,-56.86,1606,-53.44,1319,481,2150,11.75,2133,-31.6,1460,0,1661,-32.07,1458,
A200670,휴메딕스,제약 및 바이오,제약,51.01,1437,11.1,850,-14,2008,7.1,1116,24.4,970,-0.8,1457,16.15,1026,-2393,1319,2.79,1622,2.06,1440,17.9,826,10.02,732,17.6,841,
A074430,아미노로직스,제약 및 바이오,원료의약품,50.99,1439,24,287,2.1,1210,43.5,400,51.6,553,25,777,102.46,1499,106.5,1200,11.64,2028,4.02,1866,74.68,1272,0,1661,-355,1458,
A255220,SG,건설 및 건축자재,건축자재,50.99,1438,-1.6,2050,-23.5,2167,-17.4,2042,24.3,975,-19.4,1935,8.29,659,10.73,544,0.53,573,1.08,874,-18.81,1460,9.28,676,6.08,255,
A007770,한일화학,화학,기타 화학,50.95,1441,8,1128,2.6,1169,-5,1696,-6.3,1878,-22.1,1988,2.51,149,-1.95,1319,0.39,417,0.36,112,-20.13,1460,52.48,1448,0,1458,
A289010,아이스크림에듀,일반서비스,교육,50.95,1440,15.7,567,-2.9,1614,-1,1538,-30,2166,27,752,21.75,1156,21.78,861,1.06,1041,1.51,1149,6.11,257,0,1661,-74.88,1458,
A217820,엔에스,IT 장비 및 소재,2차전지,50.92,1442,1.8,1731,-21.5,2135,49.9,346,38.1,712,113,192,42.22,1367,109.45,1204,1.99,1436,3.56,1805,-72.01,1460,15.42,993,17.97,848,
A043340,에쎈테크,기계,피팅 및 밸브,50.87,1443,17.2,500,10.1,828,-17.9,2060,32.3,811,45.6,546,18.93,1096,19.11,808,1.73,1349,3.14,1732,-77.62,1460,267.42,1625,430,1426,
A071200,인피니트헬스케어,의료기기 및 용품,의료서비스,50.86,1444,13,724,0.6,1311,-8,1792,28.6,870,23.9,794,14.31,961,-35.14,1319,2.37,1536,1.95,1385,364.83,1423,15.94,1013,35.14,1116,
A014200,광림,기계,중장비 및 관련품,50.81,1445,20.3,382,16.2,597,-2.6,1598,6.6,1409,-16.4,1868,-123,1606,-9.4,1319,0.61,657,1.48,1129,-2.76,1460,22.06,1188,28.2,1042,
A057680,티사이언티픽,유통,전자상거래,50.76,1446,5.9,1343,-22.7,2157,130.2,80,216,62,222.8,63,35.78,1333,35.51,999,18.63,2080,5.1,1959,52.28,1210,122.35,1567,313.67,1416,
A208370,셀바스헬스케어,의료기기 및 용품,의료기기,50.75,1447,17.4,491,-7.2,1813,-6.3,1744,9.8,1329,24.1,792,16.03,1024,19.54,821,2.63,1591,2.21,1486,19.96,867,22.66,1201,34.19,1112,
A289080,SV인베스트먼트,금융,기타 금융,50.74,1448,-17.4,2213,43.2,184,79.3,181,128.4,155,199.2,83,-18.99,1606,-19.06,1319,20.1,2085,5.62,1991,136.76,1356,0,1661,590.8,1439,
A038460,바이오스마트,IT서비스,전자결제,50.74,1448,-17.5,2214,-36.6,2228,69.4,223,113.9,194,84.2,304,-17.41,1606,-8.43,1319,0.99,994,1.55,1168,-58.02,1460,25.2,1246,91.28,1317,
A069410,엔텔스,통신,통신서비스,50.73,1450,13.7,690,0,1345,-17.4,2042,-12.9,2015,-15,1824,16.67,1045,18.97,803,0.99,994,1.31,1024,65.69,1251,7.27,512,14.45,731,
A241690,유니테크노,자동차 및 관련부품,기타 자동차부품,50.72,1451,-1.4,2042,1.4,1256,-2.8,1610,1,1575,18.7,893,11.56,836,43.59,1050,1.59,1288,1.74,1291,6.79,307,18.31,1088,28.09,1041,
A045970,코아시아,IT 장비 및 소재,IT 소재 및 부품,50.67,1452,7.4,1181,-9.5,1890,-10,1851,21.2,1050,55.1,456,-40.81,1606,-9.76,1319,0.48,517,1.91,1370,23.28,937,12.98,897,49.63,1217,
A032540,TJ미디어,레저산업,레저,50.62,1454,-1.9,2059,5.6,1002,6,1148,-14.4,2045,-13.2,1772,13.53,937,-33.83,1319,0.59,634,0.53,301,-5.69,1460,7.42,525,33.83,1102,
A011330,유니켐,섬유 및 의류,피혁(가죽),50.62,1454,6.1,1322,1.8,1233,-12.9,1933,-15.3,2054,-30.9,2102,16.98,1053,-2.49,1319,0.77,816,1.03,818,12.91,657,9.83,714,6.39,283,
A049830,승일,종이 및 용기,용기 및 포장재,50.62,1453,3.3,1603,-1.1,1512,-11.9,1909,-17.1,2072,-6.6,1617,3.95,308,3.93,174,0.39,417,0.36,112,-271.81,1460,0,1661,-170.33,1458,
A179290,엠아이텍,의료기기 및 용품,의료용품,50.6,1456,3.9,1547,11.8,759,12.4,956,30.3,840,12.7,1003,31.33,1285,-701,1319,3.85,1758,2.7,1641,29.31,1028,20.25,1135,28.04,1038,
A005420,코스모화학,IT 장비 및 소재,2차전지,50.5,1457,18.8,425,-20.3,2120,1.1,1299,10.7,1304,111.4,199,1367.08,1601,-3.79,1319,0.73,782,1.8,1311,-22.86,1460,21.97,1185,103.17,1328,
A033640,네패스,반도체 관련장비 및 부품,반도체 부품,50.46,1458,12.6,746,6.5,957,0.3,1333,2.6,1535,43.3,558,18.21,1082,-3.77,1319,2.12,1473,4.03,1867,-14.11,1460,10.43,754,63.81,1258,
A134580,디엠티,가정용품,셋톱박스,50.45,1459,9.9,951,1.9,1225,13.7,921,1.9,1553,-5,1576,15.02,990,14.81,688,1.04,1024,1.04,838,-3.43,1460,0,1661,-4.39,1458,
A258830,세종메디칼,의료기기 및 용품,의료용품,50.44,1461,4.6,1482,-33.3,2221,44.1,395,66.2,422,44.5,550,25.56,1210,-24.71,1319,4.94,1849,1.71,1267,-49.36,1460,14.52,954,51.07,1220,
A006050,국영지앤엠,건설 및 건축자재,유리,50.44,1460,-26.5,2233,23.8,398,10.1,1019,17.6,1140,88.5,280,28.97,1256,29.31,939,1.45,1234,1.97,1394,-37.83,1460,95.49,1536,-342,1458,
A079550,LIG넥스원,기계,방위산업,50.4,1463,8,1128,-5.2,1714,-11.5,1901,16.5,1173,-12.6,1762,-64.21,1606,-17.4,1319,0.43,468,1.01,806,12.63,648,13.57,915,21.09,919,
A279600,미디어젠,IT서비스,소프트웨어,50.4,1462,1.5,1746,16.9,574,46.7,366,63.6,446,29.2,723,-24.92,1606,-23.72,1319,4.97,1853,2.33,1528,32.65,1078,0,1661,-142.33,1458,
A214270,퓨쳐스트림네트웍스,미디어 및 엔터,미디어,50.38,1464,-1.3,2038,7.6,906,-0.9,1533,-0.9,1739,1.8,1260,10.8,797,14.87,693,0.75,799,1.76,1297,-20.7,1460,10.78,779,30.13,1063,
A099440,스맥,기계,공작기계,50.37,1465,2.4,1680,20.6,470,-2.8,1610,8.8,1354,-9.9,1703,15.84,1018,17.83,783,0.6,648,0.71,520,-4.93,1460,0,1661,-3.18,1458,
A036480,대성미생물,제약 및 바이오,동물용의약품,50.36,1466,7.1,1217,-6.8,1791,8.9,1061,17.4,1147,6.1,1147,21.43,1147,20.9,841,2.47,1561,1.77,1300,59.15,1230,19.61,1122,16.5,803,
A069110,코스온,가정용품,화장품,50.35,1467,4,1533,40.1,201,-0.2,1493,-4,1821,-19.9,1944,3.74,282,12.05,596,1.07,1046,1.21,970,-3.76,1460,121.92,1566,-9.79,1458,
A050110,캠시스,IT 장비 및 소재,카메라모듈,50.32,1468,3.9,1547,-6.1,1754,-6,1733,-11.6,1993,5.4,1167,10.34,771,-10.39,1319,0.23,208,1.7,1260,7.7,382,13.82,925,92.48,1318,
A251270,넷마블,미디어 및 엔터,게임,50.32,1470,6.8,1250,-27.7,2195,28.9,582,41.6,663,39.8,599,26.72,1230,41.11,1034,4.44,1818,2.1,1455,32.04,1066,29.31,1294,44.6,1192,
A950110,SBI핀테크솔루션즈,IT서비스,전자결제,50.32,1468,19,420,15.3,631,-1.5,1561,-10.3,1974,-18.5,1908,-3.74,1606,-3.6,1319,1.92,1413,4.3,1889,16.14,768,3.63,170,14.31,718,
A263770,유에스티,철강 및 비철강,강관,50.3,1472,5,1433,-10.8,1925,21.1,733,31.8,823,41.7,574,50.04,1405,52.33,1091,2.41,1545,2.63,1625,21.96,913,30.34,1305,26.17,1012,
A050540,한국코퍼레이션,IT서비스,컨택센터,50.3,1471,0,1856,0,1345,0,1350,-81.9,2243,-84.3,2238,-4.05,1606,-3.86,1319,0.12,64,0.47,233,4.39,147,17.77,1079,20.43,903,
A073190,듀오백,가정용품,가구,50.28,1473,4.4,1495,-8.5,1858,18.4,790,22,1024,11.3,1031,45.17,1383,342,1288,0.79,838,1.2,965,23.17,934,50.58,1442,114,1339,
A004720,우리들제약,제약 및 바이오,제약,50.28,1473,-2.7,2077,-38,2231,80.5,178,119.9,178,106.3,218,73.34,1463,-38.81,1319,1.93,1417,2.53,1598,18.33,829,55.15,1459,364.8,1420,
A059100,아이컴포넌트,디스플레이 장비 및 부품,디스플레이 부품,50.25,1475,4.5,1486,5.3,1017,-14,1961,8.4,1367,-28.3,2074,6.19,511,6.13,331,0.94,963,1,801,-18.03,1460,45.62,1419,25.64,1005,
A001520,동양,건설 및 건축자재,시멘트 및 레미콘,50.22,1476,8.5,1079,4.3,1063,-17.1,2027,-6.2,1875,-15.4,1835,8.65,678,19.65,825,0.48,517,0.35,103,-286.51,1460,63.14,1483,-46.58,1458,
A252500,세화피앤씨,가정용품,화장품,50.21,1477,-0.3,1984,-2.8,1608,-16.9,2023,43.3,645,43.8,552,13.15,927,13.08,637,2.31,1522,2.97,1698,12.2,628,27.11,1275,20.6,907,
A001820,삼화콘덴서,IT 장비 및 소재,콘덴서,50.2,1478,16.3,533,2.8,1156,0.3,1333,-4.9,1844,32,688,30.64,1275,-179.15,1319,2.5,1565,3.53,1801,20.43,876,16.44,1036,24.56,983,
A250000,보라티알,식음료,식료품,50.19,1479,-3.8,2108,-27.8,2197,31.8,539,17.4,1147,12.3,1011,16.76,1047,26.55,914,1.53,1263,1.43,1099,39.94,1140,14.53,956,24.84,989,
A004060,SG세계물산,섬유 및 의류,의류,50.16,1480,12.5,752,9.5,843,-7.6,1775,-12.8,2012,-25.7,2049,9.59,734,10.46,531,0.61,657,0.68,487,-8.22,1460,0,1661,-5.59,1458,
A010580,지코,자동차 및 관련부품,엔진부품,50.14,1481,0,1856,0,1345,0,1350,-5.3,1854,-64.2,2216,1.69,78,1.69,45,0.26,253,1.05,848,-3.32,1460,0,1661,-2.83,1458,
A095190,이엠코리아,기계,공작기계,50.13,1482,0.7,1806,24.2,391,46.4,372,73.2,372,47.2,531,-56.57,1606,-18.53,1319,2.97,1644,3.56,1805,-9.08,1460,0,1661,-37.35,1458,
A145020,휴젤,의료기기 및 용품,의료용품,50.1,1483,-5.9,2149,8.4,873,42.9,406,44.2,631,54.4,464,39.85,1354,50.99,1086,12.67,2037,3.4,1777,63.72,1246,26.94,1272,36.98,1138,
A091810,티웨이항공,운송 및 물류,항공운송,50.09,1484,51.6,73,48.5,163,7,1119,16.5,1173,-17.2,1881,-19.96,1606,-5.66,1319,0.7,751,4.04,1869,-2.21,1460,119.34,1564,-2.33,1458,
A019490,하이트론,전기 및 전자기기,보안장비,50.08,1485,14.8,615,9.4,845,-5.2,1703,16.8,1165,-4.6,1559,-2.05,1606,-1.92,1319,0.56,605,0.65,443,-1.37,1460,0,1661,-0.88,1458,
A060250,NHN한국사이버결제,IT서비스,전자결제,50.05,1486,-0.7,2007,-5.3,1720,38.7,447,117.3,183,242.1,54,83.98,1482,87.06,1177,2.62,1590,10.51,2114,45.91,1180,32.57,1328,40.32,1163,
A005070,코스모신소재,IT 장비 및 소재,2차전지,50.04,1487,15.2,590,-7.3,1816,11.8,970,62,459,96.4,253,-38.82,1606,-38.66,1319,2.6,1584,2.98,1701,50.2,1203,0,1661,75.36,1286,
A254120,자비스,기계,기계,50.03,1488,39.8,107,24.9,374,26.7,614,10.9,1296,12.9,994,-59.94,1606,-56.63,1319,5.03,1857,2.99,1705,-17.67,1460,0,1661,-64.71,1458,
A069640,한세엠케이,섬유 및 의류,의류,50.03,1488,13.6,695,7.8,897,-3.1,1620,-4.2,1828,-28.1,2071,20.29,1128,-10,1319,0.16,108,0.44,206,-9.14,1460,0,1661,-1.37,1458,
A015260,에이엔피,자동차 및 관련부품,차량 시트,50.02,1490,28.6,206,15.6,618,-18.3,2064,-31.1,2172,-42.9,2170,15.41,1011,16.7,751,0.36,380,0.69,503,-21.25,1460,0,1661,-2.81,1458,
A002220,한일철강,철강 및 비철강,강판,50,1491,2.4,1680,-0.3,1471,-2.9,1614,-12,1999,-19,1921,5.06,420,13.3,648,0.2,153,0.29,59,-2.14,1460,133.54,1575,-4.99,1458,
A045520,크린앤사이언스,자동차 및 관련부품,기타 자동차부품,49.98,1492,-3.7,2105,-6.2,1760,5.2,1172,11.3,1291,12.1,1016,12.84,912,-15.62,1319,1.3,1178,3.56,1805,10.75,563,11.95,853,9.75,488,
A054930,유신,건설 및 건축자재,중견건설사,49.98,1493,3,1634,-3.5,1643,-18.3,2064,-8,1922,-27.6,2064,2.54,156,2.52,83,0.21,170,0.51,273,117.61,1335,0,1661,-23,1458,
A026940,부국철강,철강 및 비철강,강판,49.96,1494,0.1,1850,-10.2,1909,1.9,1267,12.3,1269,-7.9,1655,8.73,683,8.6,456,0.69,737,0.8,604,34.52,1097,151.73,1590,129,1351,
A058470,리노공업,반도체 관련장비 및 부품,반도체장비,49.93,1495,0.6,1815,-4.6,1690,17.2,823,46.9,600,108.2,210,25.65,1211,25.62,908,8.84,1992,5.92,2011,31.89,1064,22.17,1190,22.97,960,
A220180,핸디소프트,IT서비스,소프트웨어,49.93,1496,-2,2063,-2.6,1600,-11.3,1894,25,959,56.3,448,7.95,631,8.56,453,3.24,1679,1.1,898,14.97,732,0,1661,-625,1458,
A196700,웹스,화학,기타 화학,49.89,1497,4.7,1470,0,1345,3.5,1211,2.1,1549,-0.5,1448,17.01,1054,52.4,1093,0.88,913,0.69,503,-27.18,1460,14.99,982,-32.75,1458,
A110020,전진바이오팜,제약 및 바이오,제약,49.87,1498,-15.3,2205,94.2,44,188,37,161.8,102,79,327,-86.5,1606,-89,1319,17.04,2074,34.48,2198,-34.71,1460,0,1661,-44.5,1458,
A215790,이노인스트루먼트,통신,통신장비,49.84,1499,15.4,580,8.3,876,4.8,1181,14.7,1210,-25.1,2043,41.43,1360,-98.25,1319,2.05,1448,1.05,848,9.87,513,0,1661,-10.21,1458,
A019180,티에이치엔,자동차 및 관련부품,기타 자동차부품,49.8,1500,9.6,981,-1.2,1520,-17.8,2054,-26.3,2148,-31,2104,-1.11,1606,-0.69,1319,0.12,64,0.87,680,-3.37,1460,6.68,460,3.89,111,
A010660,화천기계,기계,공작기계,49.79,1501,19.6,406,-2.3,1585,-19.8,2090,27.8,886,5.9,1155,-14.12,1606,-14.42,1319,0.5,538,0.56,347,-17.56,1460,0,1661,-6.78,1458,
A160550,NEW,미디어 및 엔터,영화,49.72,1502,7.5,1172,3.2,1126,-8.5,1805,4.1,1492,-7.2,1636,-25.22,1606,-9.96,1319,0.71,763,1.07,866,6.6,295,45.66,1421,27.05,1027,
A170900,동아에스티,제약 및 바이오,제약,49.72,1502,4,1533,-6.3,1765,-2.2,1582,-2.6,1778,-18.7,1912,11.48,832,15.03,701,1.2,1124,1.09,890,44.43,1167,7.79,561,13.37,683,
A260930,씨티케이코스메틱스,가정용품,화장품,49.71,1504,0.7,1806,-12.6,1985,-1.5,1561,21.6,1036,5.1,1171,6.2,513,13.26,645,1.16,1095,0.82,629,194.03,1385,25.19,1245,-136.6,1458,
A060260,뉴보텍,건설 및 건축자재,건축자재,49.68,1505,13.4,703,-2.1,1570,22.1,708,45.9,614,23.5,802,-47.72,1606,-44.75,1319,1.28,1170,2.13,1467,-25.23,1460,0,1661,-41.31,1458,
A226320,잇츠한불,가정용품,화장품,49.63,1506,-2.5,2073,-6.6,1777,81.3,172,81.8,319,50.5,501,80.99,1476,131.35,1223,3.88,1768,1.51,1149,-23.14,1460,25.13,1243,188.81,1388,
A155650,와이엠씨,디스플레이 장비 및 부품,디스플레이 부품,49.59,1507,39.5,111,-8.9,1867,-18.6,2073,13.7,1229,148.5,124,109.7,1507,-71.23,1319,1.61,1299,2.58,1611,29.32,1029,21.87,1181,47.49,1209,
A178920,PI첨단소재,IT 장비 및 소재,IT 소재 및 부품,49.54,1508,14.2,655,6.7,948,1.4,1290,-4.8,1840,-1.5,1480,18,1075,17.99,788,3.86,1761,3.65,1822,20.46,878,21,1155,19.49,881,
A142280,녹십자엠에스,의료기기 및 용품,의료용품,49.53,1509,0,1856,0,1345,62.2,259,276.4,36,178.6,102,-31.07,1606,-15.84,1319,2.93,1639,6.16,2024,175.21,1377,195.98,1611,235.29,1401,
A063170,서울옥션,유통,유통,49.51,1510,17.3,495,20.9,458,11.6,973,8.9,1353,-0.8,1457,-6.2,1606,-5.97,1319,2.63,1591,1.3,1019,47.14,1191,0,1661,-445,1458,
A045390,대아티아이,운송 및 물류,운송인프라,49.49,1511,4.5,1486,-1,1507,-2.4,1590,43.7,641,23.6,800,8.6,672,8.69,463,3.49,1716,4.35,1895,78.71,1281,31.87,1319,49.07,1214,
A054050,농우바이오,식음료,식료품,49.48,1512,9.3,1007,-1.9,1563,-9.1,1823,9.6,1339,-15.9,1855,21.71,1153,-40.26,1319,1.3,1178,0.71,520,25.71,974,14.94,978,19.44,879,
A090430,아모레퍼시픽,가정용품,화장품,49.46,1513,13.3,712,4.4,1056,2.3,1249,7.5,1395,-7,1633,16.72,1046,25.56,906,2.27,1510,2.32,1520,271.88,1408,13.94,932,52.82,1226,
A141080,레고켐바이오,제약 및 바이오,바이오,49.44,1514,9.3,1007,-0.3,1471,39.5,438,145.7,122,114.7,186,81.42,1479,87.19,1178,39,2118,12.64,2140,-63.71,1460,98.49,1540,-125.59,1458,
A021050,서원,철강 및 비철강,구리,49.42,1515,7.3,1191,-13.2,1997,-4.6,1682,18.2,1123,58.1,438,59.97,1432,1434,1316,0.6,648,1.34,1045,155.87,1372,35.71,1347,26.07,1011,
A108230,톱텍,디스플레이 장비 및 부품,디스플레이 장비,49.41,1517,-15.2,2204,-19.4,2104,-45.1,2233,37.7,722,37,626,32.73,1303,-9.81,1319,1.43,1226,1.26,997,13.56,686,9.08,664,10.31,522,
A095700,제넥신,제약 및 바이오,바이오,49.41,1516,13.9,677,-29.8,2208,70.5,215,115.1,189,142.7,133,-75.84,1606,-64.25,1319,225.8,2144,7.95,2069,22.68,925,0,1661,-78.69,1458,
A000520,삼일제약,제약 및 바이오,제약,49.35,1518,1.2,1776,0.2,1334,8.7,1069,21.1,1051,7.3,1114,12.43,886,-15.14,1319,1.16,1095,2.31,1518,-150.11,1460,19.94,1128,18.97,871,
A318000,한국바이오젠,화학,종합 화학,49.33,1519,6.1,1322,-21.2,2130,2.2,1250,20.2,1071,9.7,1063,20.96,1139,21.61,857,3.12,1659,2.27,1503,15.5,756,17.78,1080,16.35,796,
A308100,까스텔바작,섬유 및 의류,의류,49.32,1520,6.4,1290,-6.3,1765,-25.5,2159,-11.1,1982,-0.4,1445,-11.46,1606,-11.09,1319,0.91,941,0.77,580,17.82,823,5.01,279,9,438,
A214370,케어젠,제약 및 바이오,바이오,49.32,1520,9.7,972,4.1,1074,-19.1,2079,7.2,1402,7.2,1119,10.01,753,12.63,622,10.39,2011,3.5,1799,27.15,1001,14.69,968,17.15,827,
A032620,유비케어,의료기기 및 용품,의료서비스,49.25,1522,18.5,430,-20.6,2123,-7,1763,105.8,219,80.2,319,43.91,1375,47.03,1073,4.8,1841,4.76,1928,32.6,1073,32.43,1325,42.1,1177,
A069460,대호에이엘,철강 및 비철강,알루미늄,49.23,1523,38.4,116,43.2,184,-4.3,1674,-5.5,1859,-48.2,2185,41.82,1363,42.29,1040,0.62,672,2.62,1621,17.59,816,0,1661,-359.5,1458,
A065500,오리엔트정공,자동차 및 관련부품,변속기부품,49.22,1524,-5.4,2138,-23.3,2165,134.3,73,114.8,191,75.7,352,-56.27,1606,-15.16,1319,0.98,989,1.88,1354,-17.63,1460,103.74,1548,-12.67,1458,
A189860,서전기전,기계,전력기자재,49.21,1525,4.3,1505,7,932,-16.4,2009,-13.1,2024,-14.6,1814,4.13,329,4.12,190,0.61,657,0.81,615,-31.38,1460,0,1661,-13.26,1458,
A043360,디지아이,전기 및 전자기기,전기장비,49.21,1525,7.4,1181,1.1,1279,12.8,941,1.7,1556,-2.7,1517,-59.46,1606,-53.75,1319,1.41,1221,0.47,233,13.51,682,0,1661,-15.36,1458,
A106240,파인테크닉스,IT 장비 및 소재,스마트폰 부품,49.21,1525,11.7,813,-12.5,1980,-3.6,1640,32.7,801,19.1,886,61.56,1436,-28.98,1319,1.05,1032,2.75,1652,8.61,440,24.21,1225,449.25,1430,
